0:0:0imecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
0:0:9:05.215,61,0.0000000000,0.0000000000,0.0000000000,0.1303782612,0.5993436575,0.7483366728,0.6069216132,0.0000000000,0.0000000000,0.2388350815,0.0000000000,0.5950015783,0.7482984662,0.6069148183,0.1853526831,0.0000000000,0.0104585281,0.2612805665,0.0710651651,0.1676841229,0.0462526120,0.0000000000,0.0058239726,0.3702358902,0.4140859842,0.0000000000,0.0000000000,0.1077951714,0.1096181273,0.2946202159,0.2843757272,0.1015196890,0.0544608906,0.1910215914,0.2037420571,0.0366231129,0.0374476947,0.4560832381,0.4720872641,0.2099791914,0.2443168014,0.3065637648,0.3063519001,0.1568210721,0.0000000000,0.0000000000,0.0079326062,0.3128988147,0.3876732290,0.4180386662,0.4224058986,0.0000024669,0.0000000000,0.0000000000,0.0000000000,-0.1409735829,-0.2622807026,0.0377033837,-0.0769302174,-0.2623070478,0.0206319559
0:0:9:06.216,61,0.0000000000,0.0000000000,0.0000000000,0.1311757267,0.6030808687,0.7480415702,0.6119821668,0.0000000000,0.0000000000,0.2395751029,0.0000000000,0.5986986160,0.7479984760,0.6119763851,0.1873102784,0.0000000000,0.0096206702,0.2637466490,0.0704082698,0.1703632027,0.0455659851,0.0000000000,0.0068760491,0.3681489825,0.4140246511,0.0000000000,0.0000000000,0.1096300036,0.1110893264,0.2957123518,0.2847782075,0.1011856347,0.0545537397,0.1932081282,0.2067261934,0.0371325873,0.0379162617,0.4591268003,0.4745581150,0.2133055925,0.2478381991,0.3095591664,0.3093457818,0.1562876999,0.0000000000,0.0000000000,0.0078401472,0.3119658530,0.3872542679,0.4238366783,0.4281885028,0.0000020278,0.0000000000,0.0000000000,0.0000000000,-0.1413489878,-0.2639255822,0.0380512066,-0.0773667470,-0.2639520168,0.0208850689
0:0:9:07.218,61,0.0000000000,0.0000000000,0.0000000000,0.1339801401,0.6090499163,0.7481387854,0.6163715720,0.0000000000,0.0000000000,0.2422190756,0.0000000000,0.6045709252,0.7480933070,0.6163674593,0.1891865134,0.0000000000,0.0085458215,0.2656681240,0.0697838143,0.1716831625,0.0449338220,0.0000000000,0.0076906690,0.3666605651,0.4139035344,0.0000000000,0.0000000000,0.1112717167,0.1121791825,0.2969906628,0.2851092219,0.1009278148,0.0546631366,0.1952879429,0.2089878917,0.0376326516,0.0383680724,0.4617877603,0.4761722088,0.2151943147,0.2499133945,0.3125054240,0.3122822046,0.1542791575,0.0000000000,0.0000000000,0.0077520544,0.3110474646,0.3867589831,0.4272341132,0.4314591289,0.0000012907,0.0000000000,0.0000000000,0.0000000000,-0.1428091228,-0.2665726542,0.0388451666,-0.0789646953,-0.2665990591,0.0215395316
0:0:9:08.219,61,0.0000000000,0.0000000000,0.0000000000,0.1339615136,0.6152864099,0.7482452989,0.6233531237,0.0000000000,0.0000000000,0.2419441342,0.0000000000,0.6107804179,0.7481979728,0.6233498454,0.1918856055,0.0000000000,0.0075875032,0.2667437494,0.0691646338,0.1734214574,0.0443679541,0.0000000000,0.0084271627,0.3623226285,0.4134931266,0.0000000000,0.0000000000,0.1122113988,0.1129026264,0.2977145612,0.2851863205,0.1008574292,0.0547443554,0.1973520368,0.2111363113,0.0380819924,0.0387856588,0.4639105499,0.4773333073,0.2166082412,0.2514564991,0.3127945662,0.3125764430,0.1533135176,0.0000000000,0.0000000000,0.0076717003,0.3084526956,0.3855133057,0.4291947782,0.4333855808,0.0000009299,0.0000000000,0.0000000000,0.0000000000,-0.1425414681,-0.2693013251,0.0391891487,-0.0788948312,-0.2693278790,0.0217516925
0:0:9:09.221,61,0.0000000000,0.0000000000,0.0000000000,0.1384771019,0.6143020391,0.7484383583,0.6275253892,0.0000000000,0.0000000000,0.2464714497,0.0000000000,0.6096946597,0.7483905554,0.6275222301,0.1934831738,0.0000000000,0.0068702525,0.2677945495,0.0685531721,0.1745593995,0.0438880064,0.0000000000,0.0089802453,0.3590815365,0.4122083187,0.0000000000,0.0000000000,0.1128521562,0.1133809909,0.2981207967,0.2850990295,0.1006853208,0.0548372939,0.1980856359,0.2119266689,0.0384599268,0.0391406305,0.4652255774,0.4781585932,0.2171292305,0.2518672347,0.3116136193,0.3114031553,0.1526344866,0.0000000000,0.0000000000,0.0076004225,0.3063915670,0.3839811683,0.4254062176,0.4276902676,0.0000008021,0.0000000000,0.0000000000,0.0000000000,-0.1452262253,-0.2689296007,0.0398635529,-0.0815634280,-0.2689560354,0.0224530064
0:0:9:10.223,61,0.0000000000,0.0000000000,0.0000000000,0.1466650516,0.6190413833,0.7486321926,0.6333791614,0.0000000000,0.0000000000,0.2544729114,0.0000000000,0.6142165065,0.7485823035,0.6333768964,0.1960154176,0.0000000000,0.0061390456,0.2691713870,0.0680148900,0.1754526347,0.0434192754,0.0000000000,0.0094381450,0.3575601578,0.4114756882,0.0000000000,0.0000000000,0.1135875359,0.1139308438,0.2986335754,0.2850401103,0.1006951332,0.0549479611,0.1991970241,0.2128190398,0.0388790816,0.0395419113,0.4665402174,0.4787741303,0.2177064270,0.2523123920,0.3125765324,0.3123631179,0.1511688828,0.0000000000,0.0000000000,0.0075368965,0.3043620884,0.3821832538,0.4251857698,0.4268974066,0.0000005857,0.0000000000,0.0000000000,0.0000000000,-0.1498567164,-0.2711164057,0.0414747111,-0.0863358974,-0.2711429596,0.0239660423
0:0:9:11.224,61,0.0000000000,0.0000000000,0.0000000000,0.1473700553,0.6165049076,0.7468177676,0.6355867386,0.0000000000,0.0000000000,0.2552546263,0.0000000000,0.6116765141,0.7467569113,0.6355845928,0.1970168054,0.0000000000,0.0061171250,0.2708247304,0.0675680339,0.1761757284,0.0431198999,0.0000000000,0.0098637706,0.3564242423,0.4107318521,0.0000000000,0.0000000000,0.1138842553,0.1140984297,0.2985590994,0.2846402824,0.1005789340,0.0549808778,0.1988159269,0.2120119482,0.0391074903,0.0397845656,0.4674302042,0.4793340862,0.2173689753,0.2506165504,0.3064214587,0.3062379658,0.1508454084,0.0000000000,0.0000000000,0.0074805249,0.3030550778,0.3791701794,0.4061691165,0.4062106013,0.0000004067,0.0000000000,0.0000000000,0.0000000000,-0.1503627896,-0.2700158358,0.0414363109,-0.0867774189,-0.2700423896,0.0239855833
0:0:9:12.226,61,0.0000000000,0.0000000000,0.0000000000,0.1547161192,0.6205754280,0.7461833954,0.6369425654,0.0000000000,0.0000000000,0.2624228001,0.0000000000,0.6155524850,0.7461180687,0.6369403005,0.1975108236,0.0000000000,0.0064763669,0.2717365324,0.0671594441,0.1768250912,0.0428683348,0.0000000000,0.0102217142,0.3558240831,0.4102053344,0.0000000000,0.0000000000,0.1140556857,0.1141519397,0.2983376980,0.2842281461,0.1003027633,0.0550043918,0.1979187727,0.2108044177,0.0392749123,0.0399699695,0.4681227207,0.4798002243,0.2166295499,0.2487617135,0.3039178550,0.3037489653,0.1508851796,0.0000000000,0.0000000000,0.0074280957,0.3021605015,0.3777720034,0.4007290602,0.4003237486,0.0000003412,0.0000000000,0.0000000000,0.0000000000,-0.1545105428,-0.2719053924,0.0428816676,-0.0910573155,-0.2719320655,0.0253498573
0:0:9:13.227,61,0.0000000000,0.0000000000,0.0000000000,0.1556091011,0.6277979612,0.7458047867,0.6389503479,0.0000000000,0.0000000000,0.2631059289,0.0000000000,0.6227135658,0.7457374930,0.6389480829,0.1977766752,0.0000000000,0.0068504824,0.2723926902,0.0667085946,0.1771313101,0.0427101366,0.0000000000,0.0104378788,0.3553444147,0.4096506238,0.0000000000,0.0000000000,0.1138969660,0.1138619184,0.2980230749,0.2837426662,0.1000211835,0.0549296588,0.1929796636,0.2043158710,0.0393507630,0.0400684774,0.4691699743,0.4803366363,0.2115275711,0.2413878739,0.2850342095,0.2848880887,0.1513210535,0.0000000000,0.0000000000,0.0073852292,0.3000826538,0.3733828366,0.3829335570,0.3822493553,0.0000002534,0.0000000000,0.0000000000,0.0000000000,-0.1547774225,-0.2750822604,0.0434823595,-0.0915019661,-0.2751091421,0.0257861931
0:0:9:14.229,61,0.0000000000,0.0000000000,0.0000000000,0.1646904051,0.6386839151,0.7455505729,0.6445913911,0.0000000000,0.0000000000,0.2716497481,0.0000000000,0.6333312392,0.7454828024,0.6445894241,0.1979493350,0.0000000000,0.0071955053,0.2727551460,0.0662132353,0.1769901514,0.0426083989,0.0000000000,0.0105886888,0.3549454212,0.4091827869,0.0000000000,0.0000000000,0.1135832369,0.1134227514,0.2979412973,0.2835274041,0.0998091251,0.0547789708,0.1879434139,0.1973958015,0.0393276922,0.0400708914,0.4713783264,0.4810661972,0.2048632056,0.2337068617,0.2540481091,0.2538904548,0.1531458646,0.0000000000,0.0000000000,0.0073406207,0.2942728102,0.3642594814,0.3698172867,0.3679919541,0.0000002602,0.0000000000,0.0000000000,0.0000000000,-0.1595904231,-0.2799950242,0.0456637405,-0.0967099518,-0.2800219953,0.0277611967
0:0:9:15.231,61,0.0000000000,0.0000000000,0.0000000000,0.1589462757,0.6447482705,0.7459396124,0.6469730735,0.0000000000,0.0000000000,0.2658923268,0.0000000000,0.6394928694,0.7458733320,0.6469709873,0.1980694085,0.0000000000,0.0074551427,0.2725762725,0.0657027662,0.1767981797,0.0424485505,0.0000000000,0.0108052995,0.3532731831,0.4079996645,0.0000000000,0.0000000000,0.1132407710,0.1129805446,0.2978895903,0.2833385468,0.0996646062,0.0546152070,0.1861699522,0.1950426698,0.0393393636,0.0401097722,0.4719895720,0.4811758995,0.2025743872,0.2311070710,0.2538924813,0.2537593544,0.1535522044,0.0000000000,0.0000000000,0.0073038479,0.2886687517,0.3592894077,0.3651787043,0.3631073534,0.0000002247,0.0000000000,0.0000000000,0.0000000000,-0.1560896635,-0.2825591862,0.0451026633,-0.0932664946,-0.2825861871,0.0270346999
0:0:9:16.232,61,0.0000000000,0.0000000000,0.0000000000,0.1617581397,0.6460553408,0.7464407682,0.6483348012,0.0000000000,0.0000000000,0.2686076760,0.0000000000,0.6407269239,0.7463733554,0.6483324170,0.1982586384,0.0000000000,0.0080126533,0.2715376019,0.0652054176,0.1766949892,0.0422579795,0.0000000000,0.0111157447,0.3519744277,0.4066793919,0.0000000000,0.0000000000,0.1129488349,0.1126566380,0.2979058921,0.2834544778,0.0995822921,0.0544546619,0.1855838299,0.1942466348,0.0393767990,0.0401783660,0.4720229506,0.4809903800,0.2017293572,0.2302389145,0.2601950467,0.2600560486,0.1540194452,0.0000000000,0.0000000000,0.0072695822,0.2865286469,0.3570623696,0.3665483594,0.3653095961,0.0000001766,0.0000000000,0.0000000000,0.0000000000,-0.1576580256,-0.2831769884,0.0456564687,-0.0949003026,-0.2832040787,0.0275700856
0:0:9:17.234,61,0.0000000000,0.0000000000,0.0000000000,0.1587872803,0.6482887864,0.7469849586,0.6492720842,0.0000000000,0.0000000000,0.2656448781,0.0000000000,0.6430169940,0.7469160557,0.6492695808,0.1983548701,0.0000000000,0.0083354292,0.2708933949,0.0648336336,0.1766206920,0.0421543904,0.0000000000,0.0112988940,0.3511938751,0.4056922793,0.0000000000,0.0000000000,0.1126588359,0.1122980714,0.2981022000,0.2836704254,0.0996036977,0.0542955399,0.1852832586,0.1937931031,0.0394001007,0.0402128436,0.4718398750,0.4806488454,0.2011131346,0.2295678705,0.2655589879,0.2653829455,0.1545706391,0.0000000000,0.0000000000,0.0072435439,0.2854344249,0.3558200002,0.3662977815,0.3651815355,0.0000002221,0.0000000000,0.0000000000,0.0000000000,-0.1558750421,-0.2841075361,0.0453014597,-0.0931313932,-0.2841346562,0.0271517672
0:0:9:18.235,61,0.0000000000,0.0000000000,0.0000000000,0.1632255316,0.6556009054,0.7476537228,0.6505328417,0.0000000000,0.0000000000,0.2697072327,0.0000000000,0.6501892209,0.7475844622,0.6505295038,0.1984416097,0.0000000000,0.0087830769,0.2704460919,0.0643854290,0.1766735762,0.0421100073,0.0000000000,0.0114534916,0.3500426412,0.4042370021,0.0000000000,0.0000000000,0.1121434644,0.1117159054,0.2981438935,0.2837516665,0.0993704796,0.0541010275,0.1848490238,0.1934159398,0.0393473916,0.0401867367,0.4720938206,0.4807470739,0.2007447481,0.2292433977,0.2575284243,0.2573750615,0.1585361063,0.0000000000,0.0000000000,0.0072117732,0.2846423090,0.3549027145,0.3657703996,0.3647556603,0.0000002027,0.0000000000,0.0000000000,0.0000000000,-0.1581123620,-0.2873833776,0.0465045162,-0.0956442878,-0.2874105573,0.0282213856
0:0:9:19.237,61,0.0000000000,0.0000000000,0.0000000000,0.1609127373,0.6487242579,0.7477464080,0.6510453224,0.0000000000,0.0000000000,0.2676880360,0.0000000000,0.6434019208,0.7476734519,0.6510414481,0.1984930634,0.0000000000,0.0109156538,0.2705653012,0.0639922917,0.1765802205,0.0419948325,0.0000000000,0.0116906520,0.3494324386,0.4034500718,0.0000000000,0.0000000000,0.1118599176,0.1113937795,0.2982709408,0.2840621471,0.0989207774,0.0539848506,0.1842683107,0.1929618418,0.0393179692,0.0401864201,0.4736441076,0.4826829433,0.2005725503,0.2291767448,0.2586198449,0.2584594488,0.1594251841,0.0000000000,0.0000000000,0.0071755466,0.2839522064,0.3540433049,0.3659549057,0.3649893999,0.0000002039,0.0000000000,0.0000000000,0.0000000000,-0.1570654511,-0.2843326032,0.0456822440,-0.0943724588,-0.2843597233,0.0275353417
0:0:9:20.238,61,0.0000000000,0.0000000000,0.0000000000,0.1634128839,0.6509836912,0.7488710284,0.6516469717,0.0000000000,0.0000000000,0.2701335549,0.0000000000,0.6455862522,0.7487874627,0.6516426802,0.1988142878,0.0000000000,0.0119319428,0.2707208097,0.0636957809,0.1762966216,0.0418319516,0.0000000000,0.0118942866,0.3491108119,0.4029850662,0.0000000000,0.0000000000,0.1118267998,0.1112713367,0.2995072901,0.2852496803,0.0986078978,0.0539760925,0.1839795560,0.1927281469,0.0393728614,0.0402649716,0.4743527174,0.4834529459,0.2003857940,0.2291456312,0.2656216621,0.2654706538,0.1595587581,0.0000000000,0.0000000000,0.0071490370,0.2833869755,0.3534811139,0.3676317334,0.3671424687,0.0000001897,0.0000000000,0.0000000000,0.0000000000,-0.1584553272,-0.2853634357,0.0462587737,-0.0958107635,-0.2853906155,0.0280605014
0:0:9:21.240,61,0.0000000000,0.0000000000,0.0000000000,0.1707802862,0.6528081894,0.7519601583,0.6529200077,0.0000000000,0.0000000000,0.2772761881,0.0000000000,0.6472281814,0.7518765926,0.6529150009,0.1990566254,0.0000000000,0.0121986428,0.2711861730,0.0635772124,0.1761974096,0.0417071059,0.0000000000,0.0120899538,0.3483717740,0.4023605287,0.0000000000,0.0000000000,0.1118192300,0.1111593097,0.3010877371,0.2860328555,0.0982104018,0.0540547296,0.1836531758,0.1924633384,0.0394157469,0.0403208062,0.4748845398,0.4839093983,0.2000475824,0.2290049195,0.2719514966,0.2718037665,0.1595509648,0.0000000000,0.0000000000,0.0071193012,0.2828514576,0.3531874716,0.3726074696,0.3737568259,0.0000000897,0.0000000000,0.0000000000,0.0000000000,-0.1626078635,-0.2862876058,0.0476208702,-0.1001057625,-0.2863148749,0.0294138417
0:0:9:22.242,61,0.0000000000,0.0000000000,0.0000000000,0.1733902842,0.6519500613,0.7529878020,0.6535283327,0.0000000000,0.0000000000,0.2798769176,0.0000000000,0.6463124156,0.7529025078,0.6535229683,0.1990576088,0.0000000000,0.0127632469,0.2710159123,0.0633290038,0.1759243459,0.0416244343,0.0000000000,0.0121756103,0.3479458392,0.4017372131,0.0000000000,0.0000000000,0.1115888208,0.1108642370,0.3014695346,0.2864140868,0.0977833420,0.0540478602,0.1830940247,0.1919808239,0.0393925235,0.0403128676,0.4755225480,0.4844166934,0.1997470558,0.2287679464,0.2722183466,0.2720658183,0.1599939317,0.0000000000,0.0000000000,0.0070973961,0.2824071348,0.3526929915,0.3735544086,0.3747493625,0.0000000646,0.0000000000,0.0000000000,0.0000000000,-0.1641510725,-0.2859569788,0.0480095148,-0.1016463861,-0.2859842181,0.0298282802
0:0:9:23.244,61,0.0000000000,0.0000000000,0.0000000000,0.1829698533,0.6534138918,0.7538337708,0.6541630030,0.0000000000,0.0000000000,0.2891791165,0.0000000000,0.6475453973,0.7537471652,0.6541572213,0.1988981515,0.0000000000,0.0132819405,0.2696637213,0.0631186217,0.1757348776,0.0415424295,0.0000000000,0.0123027302,0.3475123644,0.4011531770,0.0000000000,0.0000000000,0.1112935469,0.1105529442,0.3016596735,0.2868024409,0.0974984989,0.0540032685,0.1828940809,0.1918513179,0.0393367484,0.0402709395,0.4758551717,0.4846330583,0.1997266114,0.2288674712,0.2695844173,0.2694296241,0.1609692872,0.0000000000,0.0000000000,0.0070718410,0.2820912302,0.3523519933,0.3743783832,0.3756722510,0.0000000335,0.0000000000,0.0000000000,0.0000000000,-0.1695757657,-0.2867722511,0.0497277118,-0.1072402447,-0.2867994308,0.0315573514
0:0:9:24.245,61,0.0000000000,0.0000000000,0.0000000000,0.1765802652,0.6549154520,0.7546160221,0.6548779011,0.0000000000,0.0000000000,0.2828976214,0.0000000000,0.6491868496,0.7545267344,0.6548721194,0.1991366148,0.0000000000,0.0136916107,0.2694026828,0.0628571361,0.1754896641,0.0414040349,0.0000000000,0.0122006815,0.3472857475,0.4004629552,0.0000000000,0.0000000000,0.1112027317,0.1103646159,0.3020370305,0.2872760594,0.0972015560,0.0540177412,0.1826550961,0.1917186379,0.0393524580,0.0402824655,0.4802752435,0.4866955280,0.1999105066,0.2290027738,0.2688620985,0.2687000632,0.1611790210,0.0000000000,0.0000000000,0.0070458413,0.2816245258,0.3513164818,0.3760810792,0.3765495420,0.0000000239,0.0000000000,0.0000000000,0.0000000000,-0.1658604145,-0.2873138785,0.0487470031,-0.1034764722,-0.2873410881,0.0305152871
0:0:9:25.246,61,0.0000000000,0.0000000000,0.0000000000,0.1844051927,0.6595039368,0.7558784485,0.6559342742,0.0000000000,0.0000000000,0.2903366089,0.0000000000,0.6535701752,0.7557852864,0.6559287310,0.1991718113,0.0000000000,0.0140413046,0.2690466940,0.0625918508,0.1750870943,0.0412929989,0.0000000000,0.0120061040,0.3472857773,0.3998867273,0.0000000000,0.0000000000,0.1109973863,0.1100718826,0.3025268614,0.2879280746,0.0968262330,0.0539780445,0.1823729724,0.1914909333,0.0393484272,0.0402730666,0.4819197655,0.4875136316,0.2000507712,0.2289955020,0.2670302689,0.2668412030,0.1615216732,0.0000000000,0.0000000000,0.0070196227,0.2811394930,0.3502772152,0.3768805861,0.3770276010,0.0000000223,0.0000000000,0.0000000000,0.0000000000,-0.1701222062,-0.2894705832,0.0503818467,-0.1079963371,-0.2894977927,0.0320949145
0:0:9:26.248,61,0.0000000000,0.0000000000,0.0000000000,0.1843655705,0.6644164920,0.7566419840,0.6565791368,0.0000000000,0.0000000000,0.2900128663,0.0000000000,0.6584638357,0.7565457225,0.6565736532,0.1991535872,0.0000000000,0.0147525081,0.2685906589,0.0622132607,0.1746084094,0.0412172936,0.0000000000,0.0118751992,0.3483423591,0.3999155164,0.0000000000,0.0000000000,0.1106365547,0.1096740663,0.3027284145,0.2884273529,0.0963391289,0.0538379699,0.1819969565,0.1912038326,0.0393288098,0.0402615555,0.4868417382,0.4911046028,0.2003891617,0.2292121202,0.2592117786,0.2589941025,0.1620250195,0.0000000000,0.0000000000,0.0069972123,0.2807256281,0.3491239846,0.3771741390,0.3770827353,0.0000000252,0.0000000000,0.0000000000,0.0000000000,-0.1698248386,-0.2916245759,0.0506903641,-0.1079041362,-0.2916519046,0.0323201045
0:0:9:27.250,61,0.0000000000,0.0000000000,0.0000000000,0.1973794699,0.6741303802,0.7583041191,0.6572356224,0.0000000000,0.0000000000,0.3022190332,0.0000000000,0.6678288579,0.7582110763,0.6572289467,0.1988772303,0.0000000000,0.0170173589,0.2666401863,0.0617728494,0.1741377860,0.0411663726,0.0000000000,0.0118495561,0.3490331471,0.4001689851,0.0000000000,0.0000000000,0.1099319980,0.1090862751,0.3025901914,0.2887752354,0.0957108065,0.0536209606,0.1812686324,0.1906544417,0.0392519124,0.0402195863,0.4885785282,0.4924099445,0.2004845738,0.2292576134,0.2403631061,0.2402609587,0.1667953283,0.0000000000,0.0000000000,0.0069781421,0.2803323567,0.3483717144,0.3751098514,0.3747461438,0.0000000267,0.0000000000,0.0000000000,0.0000000000,-0.1767485440,-0.2961454690,0.0535974018,-0.1153701097,-0.2961727679,0.0351124480
0:0:9:28.251,61,0.0000000000,0.0000000000,0.0000000000,0.1917099208,0.6658585072,0.7586787343,0.6576708555,0.0000000000,0.0000000000,0.2970544398,0.0000000000,0.6597309709,0.7585859299,0.6576629877,0.1986837536,0.0000000000,0.0203365684,0.2657907903,0.0612757541,0.1735830754,0.0410775095,0.0000000000,0.0118008107,0.3497459590,0.4004235864,0.0000000000,0.0000000000,0.1094129980,0.1085888892,0.3024305403,0.2891377211,0.0950476155,0.0533980802,0.1796330661,0.1894965470,0.0391815640,0.0401905067,0.4918406010,0.4957613349,0.2006148100,0.2293229401,0.2349723577,0.2348964363,0.1685466915,0.0000000000,0.0000000000,0.0069623999,0.2798363566,0.3472359180,0.3719108105,0.3708690703,0.0000000374,0.0000000000,0.0000000000,0.0000000000,-0.1739158034,-0.2923999429,0.0520430282,-0.1121798232,-0.2924273312,0.0336891152
0:0:9:29.253,61,0.0000000000,0.0000000000,0.0000000000,0.1922924817,0.6658172607,0.7591816187,0.6580322385,0.0000000000,0.0000000000,0.2976957560,0.0000000000,0.6596714258,0.7590880990,0.6580231786,0.1982809901,0.0000000000,0.0224508699,0.2650646865,0.0608293861,0.1730406880,0.0410084724,0.0000000000,0.0117460238,0.3508122563,0.4007619023,0.0000000000,0.0000000000,0.1088777035,0.1080618054,0.3023400903,0.2895808220,0.0943824351,0.0531502329,0.1776300073,0.1876167953,0.0390838757,0.0401343442,0.4929897189,0.4969035685,0.2004853636,0.2290907651,0.2348858863,0.2348002791,0.1710623801,0.0000000000,0.0000000000,0.0069511868,0.2796839774,0.3467215896,0.3650281429,0.3629786074,0.0000000354,0.0000000000,0.0000000000,0.0000000000,-0.1742923111,-0.2923934758,0.0521531291,-0.1125211716,-0.2924208343,0.0337903239
0:0:9:30.254,61,0.0000000000,0.0000000000,0.0000000000,0.1901653260,0.6656978726,0.7598918676,0.6582937837,0.0000000000,0.0000000000,0.2956998050,0.0000000000,0.6595970988,0.7597957253,0.6582834721,0.1981928647,0.0000000000,0.0237327106,0.2642352283,0.0604024604,0.1725430191,0.0409648679,0.0000000000,0.0117123136,0.3513323665,0.4007727802,0.0000000000,0.0000000000,0.1083795577,0.1075826138,0.3022374213,0.2900348604,0.0938379318,0.0529958978,0.1765726358,0.1866218448,0.0390485227,0.0401268564,0.4936780334,0.4976536930,0.2003129870,0.2287961841,0.2343371958,0.2342494428,0.1739047319,0.0000000000,0.0000000000,0.0069582537,0.2795589268,0.3463124931,0.3612608314,0.3591760695,0.0000000362,0.0000000000,0.0000000000,0.0000000000,-0.1731264591,-0.2922989130,0.0517906845,-0.1112786755,-0.2923263311,0.0334075913
0:0:9:31.256,61,0.0000000000,0.0000000000,0.0000000000,0.1850312501,0.6690462828,0.7605566382,0.6586393118,0.0000000000,0.0000000000,0.2906398773,0.0000000000,0.6630428433,0.7604596615,0.6586278677,0.1977450252,0.0000000000,0.0251607616,0.2616121471,0.0599180944,0.1706897020,0.0409040228,0.0000000000,0.0117054032,0.3520020247,0.4010981023,0.0000000000,0.0000000000,0.1075764149,0.1069358289,0.3018988967,0.2902860343,0.0932558924,0.0527807698,0.1727776527,0.1819597185,0.0389459766,0.0400668196,0.4941794872,0.4982444644,0.1990276873,0.2268330157,0.2332949489,0.2332040966,0.1770170778,0.0000000000,0.0000000000,0.0069670593,0.2793107331,0.3458254635,0.3479778767,0.3459240794,0.0000000327,0.0000000000,0.0000000000,0.0000000000,-0.1700898856,-0.2936680317,0.0511449017,-0.1082278565,-0.2936955988,0.0326571688
0:0:9:32.257,61,0.0000000000,0.0000000000,0.0000000000,0.1884203702,0.6709327698,0.7614150047,0.6587179899,0.0000000000,0.0000000000,0.2939164937,0.0000000000,0.6648364067,0.7613159418,0.6587049365,0.1971278638,0.0000000000,0.0265632179,0.2587705851,0.0594955124,0.1697938442,0.0408176631,0.0000000000,0.0116838273,0.3523692489,0.4010460973,0.0000000000,0.0000000000,0.1069120243,0.1063522473,0.3010460734,0.2903005481,0.0926324427,0.0526324213,0.1713078320,0.1802705377,0.0388780646,0.0400364958,0.4941973984,0.4982231855,0.1984199584,0.2259524465,0.2340584695,0.2339598686,0.1780025214,0.0000000000,0.0000000000,0.0069757360,0.2788817286,0.3451682329,0.3442973495,0.3422210813,0.0000000236,0.0000000000,0.0000000000,0.0000000000,-0.1719652265,-0.2945614159,0.0518687256,-0.1101820916,-0.2945890129,0.0333511829
0:0:9:33.259,61,0.0000000000,0.0000000000,0.0000000000,0.1893390417,0.6716567874,0.7619902492,0.6589503288,0.0000000000,0.0000000000,0.2948099375,0.0000000000,0.6655333638,0.7618914247,0.6589352489,0.1966160536,0.0000000000,0.0274878442,0.2566011846,0.0591111034,0.1691194028,0.0407775231,0.0000000000,0.0116945598,0.3528373837,0.4011648297,0.0000000000,0.0000000000,0.1062874720,0.1057946831,0.3004553914,0.2903842926,0.0921366066,0.0524537973,0.1703357548,0.1791537106,0.0388151109,0.0400123484,0.4939185977,0.4979455173,0.1978455037,0.2251986116,0.2344672680,0.2343670130,0.1789988875,0.0000000000,0.0000000000,0.0069955620,0.2785886824,0.3446867168,0.3420102298,0.3399142921,0.0000000249,0.0000000000,0.0000000000,0.0000000000,-0.1724716723,-0.2948972583,0.0520824678,-0.1107084751,-0.2949247360,0.0335502177
0:0:9:34.261,61,0.0000000000,0.0000000000,0.0000000000,0.1888009757,0.6729840040,0.7623302341,0.6594583392,0.0000000000,0.0000000000,0.2942574620,0.0000000000,0.6668644547,0.7622311711,0.6594415307,0.1961175650,0.0000000000,0.0288975127,0.2554521263,0.0587083660,0.1685720831,0.0406964608,0.0000000000,0.0116989547,0.3532669246,0.4012278914,0.0000000000,0.0000000000,0.1057692170,0.1053166315,0.2999473512,0.2905231118,0.0916022286,0.0522942580,0.1695478559,0.1782891601,0.0387507156,0.0399921350,0.4940448701,0.4980601072,0.1973550320,0.2245879173,0.2346202880,0.2345194966,0.1796189845,0.0000000000,0.0000000000,0.0070060715,0.2780594230,0.3434863389,0.3410226703,0.3388869464,0.0000000196,0.0000000000,0.0000000000,0.0000000000,-0.1721185446,-0.2954688668,0.0520837456,-0.1103746071,-0.2954964936,0.0335182510
