0:0:0imecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
0:0:3:26.679,61,0.0000000000,0.0000000000,0.0000000000,0.1195541471,0.4454477429,0.5831534863,0.5734688044,0.0000000000,0.0000000000,0.2317721546,0.0000000000,0.4421976507,0.5831094384,0.5734703541,0.1389999092,0.0000000000,0.0095950412,0.2398917973,0.0472625569,0.1862140447,0.0375289880,0.0000000000,0.0105140693,0.3508650362,0.3957277536,0.0000000000,0.0000000000,0.0974747464,0.1024169698,0.2661259174,0.2555913329,0.0768198967,0.0402703397,0.1642703563,0.1912398785,0.0336786658,0.0358380117,0.5366240144,0.5317799449,0.2705778182,0.2936639190,0.2586415112,0.2583148479,0.1740979552,0.0000000000,0.0000000000,0.0065252488,0.2899097502,0.3464673460,0.4223532081,0.4175201952,0.0000000122,0.0000000000,0.0000000000,0.0000000000,-0.1389371306,-0.1948464960,0.0273243561,-0.0716539845,-0.1948696971,0.0141296228
0:0:3:27.681,61,0.0000000000,0.0000000000,0.0000000000,0.1094984114,0.4308964312,0.5822277665,0.5735920072,0.0000000000,0.0000000000,0.2221531570,0.0000000000,0.4279094636,0.5821444988,0.5735936761,0.1410652548,0.0000000000,0.0083315978,0.2648159266,0.0471449085,0.1985932887,0.0370974913,0.0000000000,0.0102355182,0.3460494876,0.3881797194,0.0000000000,0.0000000000,0.1009008661,0.1050311476,0.2715440989,0.2605978847,0.0764756128,0.0402556732,0.1773813516,0.2177285552,0.0335969627,0.0357072726,0.5378561616,0.5326464176,0.3067238331,0.3278027177,0.2598888278,0.2594709396,0.1710353494,0.0000000000,0.0000000000,0.0064074229,0.2903977036,0.3467584848,0.4922617078,0.4855229557,0.0000000122,0.0000000000,0.0000000000,0.0000000000,-0.1333328933,-0.1884026974,0.0253410991,-0.0657083094,-0.1884255111,0.0125200916
0:0:3:28.683,61,0.0000000000,0.0000000000,0.0000000000,0.1002325267,0.4149061441,0.5820528865,0.5735317469,0.0000000000,0.0000000000,0.2132221758,0.0000000000,0.4121718705,0.5819498897,0.5735346675,0.1455973089,0.0000000000,0.0063046189,0.2747715116,0.0471746363,0.2111618072,0.0366754979,0.0000000000,0.0099215200,0.3442817330,0.3849776983,0.0000000000,0.0000000000,0.1070358604,0.1095382124,0.2909141779,0.2759768963,0.0762015954,0.0402243063,0.1905606985,0.2330759615,0.0336014181,0.0356337950,0.5381957293,0.5328489542,0.3210889399,0.3405913115,0.2825109959,0.2814185917,0.1701714694,0.0000000000,0.0000000000,0.0062876609,0.3074258864,0.3573484719,0.5161495209,0.5087924004,0.0000000067,0.0000000000,0.0000000000,0.0000000000,-0.1281376481,-0.1813469678,0.0234269723,-0.0602267273,-0.1813694239,0.0110375341
0:0:3:29.684,61,0.0000000000,0.0000000000,0.0000000000,0.0914663821,0.4101963043,0.5819309354,0.5733378530,0.0000000000,0.0000000000,0.2045719624,0.0000000000,0.4076369107,0.5818110704,0.5733416080,0.1494513750,0.0000000000,0.0020310008,0.2833670378,0.0472527929,0.2157042325,0.0361820608,0.0000000000,0.0097898412,0.3419582844,0.3827247322,0.0000000000,0.0000000000,0.1106314212,0.1128300354,0.2999708354,0.2836380005,0.0758767948,0.0402303375,0.1957678497,0.2393581867,0.0336701274,0.0356213301,0.5384740829,0.5331007838,0.3278463483,0.3476615250,0.3189471960,0.3178766072,0.1668639928,0.0000000000,0.0000000000,0.0061634933,0.3118826747,0.3604535758,0.5318006873,0.5263853073,0.0000000043,0.0000000000,0.0000000000,0.0000000000,-0.1229843274,-0.1792334169,0.0222222283,-0.0549801700,-0.1792557091,0.0099570975
0:0:3:30.686,61,0.0000000000,0.0000000000,0.0000000000,0.0851234570,0.4097728431,0.5818176866,0.5731456876,0.0000000000,0.0000000000,0.1982658803,0.0000000000,0.4073224366,0.5816801190,0.5731500983,0.1531385481,0.0000000000,0.0001091720,0.2897282541,0.0474953279,0.2211730182,0.0356948972,0.0000000000,0.0097257886,0.3334153295,0.3733476698,0.0000000000,0.0000000000,0.1131980941,0.1152066365,0.3094711900,0.2947304845,0.0756284520,0.0402562283,0.1998976171,0.2435032278,0.0337322913,0.0355962105,0.5370591879,0.5325838327,0.3320438564,0.3524419665,0.3303714991,0.3292675614,0.1634315848,0.0000000000,0.0000000000,0.0060362183,0.3143001497,0.3623308539,0.5436049700,0.5385867357,0.0000000026,0.0000000000,0.0000000000,0.0000000000,-0.1191967875,-0.1790117025,0.0215141457,-0.0511692800,-0.1790339947,0.0092558879
0:0:3:31.687,61,0.0000000000,0.0000000000,0.0000000000,0.0843139365,0.4216286838,0.5825882554,0.5731480122,0.0000000000,0.0000000000,0.1971507668,0.0000000000,0.4191345572,0.5824084282,0.5731527805,0.1553089917,0.0007784315,0.0000000000,0.2925720215,0.0478451960,0.2275929451,0.0352772959,0.0000000000,0.0097211022,0.3259054422,0.3652130067,0.0000000000,0.0000000000,0.1145076305,0.1164488718,0.3130575418,0.2987748086,0.0753967613,0.0403343104,0.2017447054,0.2453837097,0.0337442793,0.0355284698,0.5287595987,0.5280179977,0.3334840834,0.3540576994,0.3260197341,0.3250434101,0.1619425714,0.0000000000,0.0000000000,0.0059211780,0.3157742321,0.3636653125,0.5480750203,0.5431349874,0.0000000017,0.0000000000,0.0000000000,0.0000000000,-0.1184146553,-0.1841864139,0.0220053270,-0.0506345816,-0.1842090040,0.0094299885
0:0:3:32.689,61,0.0000000000,0.0000000000,0.0000000000,0.0834300816,0.4263065457,0.5834891200,0.5735448003,0.0000000000,0.0000000000,0.1962379366,0.0000000000,0.4238028824,0.5832620859,0.5735496283,0.1576422900,0.0012211483,0.0000000000,0.2981713414,0.0483264215,0.2390128076,0.0349468254,0.0000000000,0.0098300539,0.3172608018,0.3580091894,0.0000000000,0.0000000000,0.1154115051,0.1172871217,0.3151549697,0.3011702299,0.0750176385,0.0404785164,0.2025693655,0.2462244928,0.0337161571,0.0354284011,0.5262303948,0.5265489221,0.3339459896,0.3547629416,0.3261221647,0.3251796365,0.1610350907,0.0000000000,0.0000000000,0.0058084684,0.3166860938,0.3647387028,0.5502079129,0.5453109145,0.0000000017,0.0000000000,0.0000000000,0.0000000000,-0.1178216189,-0.1862249225,0.0221435856,-0.0500846393,-0.1862475723,0.0094332956
0:0:3:33.690,61,0.0000000000,0.0000000000,0.0000000000,0.0887422338,0.4288230538,0.5858488679,0.5754570365,0.0000000000,0.0000000000,0.2014144510,0.0000000000,0.4262158275,0.5855828524,0.5754615664,0.1632974446,0.0019612489,0.0000000000,0.3243400753,0.0491174757,0.2477828115,0.0347317904,0.0000000000,0.0100137489,0.3083390892,0.3531739414,0.0000000000,0.0000000000,0.1162289008,0.1180371195,0.3255019188,0.3102094531,0.0745299533,0.0407046676,0.2026048601,0.2461011559,0.0336673185,0.0353037082,0.5253842473,0.5261688828,0.3322881162,0.3547295630,0.3247675300,0.3238986731,0.1605396718,0.0000000000,0.0000000000,0.0056983875,0.3170936406,0.3656357229,0.5513017178,0.5464959145,0.0000000017,0.0000000000,0.0000000000,0.0000000000,-0.1209050715,-0.1873554885,0.0228612665,-0.0532624759,-0.1873782426,0.0100935791
0:0:3:34.692,61,0.0000000000,0.0000000000,0.0000000000,0.0928175524,0.4634488523,0.6017457247,0.5805752873,0.0000000000,0.0000000000,0.2043639868,0.0000000000,0.4606055617,0.6014592052,0.5805788636,0.1736416519,0.0027578748,0.0000000000,0.3321198821,0.0497581773,0.2554401755,0.0346620530,0.0000000000,0.0100864749,0.3015374839,0.3485142291,0.0000000000,0.0000000000,0.1166651174,0.1184262037,0.3314160109,0.3157612979,0.0739519894,0.0409407839,0.2022598982,0.2457164079,0.0336125083,0.0351764522,0.5284907222,0.5279557109,0.3314935267,0.3543797731,0.2880765200,0.2872551084,0.1606297344,0.0000000000,0.0000000000,0.0055939425,0.3172343075,0.3662141263,0.5498401523,0.5447494388,0.0000000044,0.0000000000,0.0000000000,0.0000000000,-0.1223133728,-0.2025108039,0.0250462275,-0.0555424951,-0.2025343776,0.0113992868
0:0:3:35.694,61,0.0000000000,0.0000000000,0.0000000000,0.0905082300,0.4747090936,0.6113130450,0.5879114866,0.0000000000,0.0000000000,0.2018700838,0.0000000000,0.4718524218,0.6109980941,0.5879141092,0.1786113977,0.0033748001,0.0000000000,0.3389119506,0.0505725071,0.2597143352,0.0347354561,0.0000000000,0.0101447999,0.2970634997,0.3451959491,0.0000000000,0.0000000000,0.1170126200,0.1187092811,0.3370652795,0.3215370774,0.0734444112,0.0412409492,0.1970882118,0.2370505035,0.0335048735,0.0350027457,0.5299201608,0.5291351676,0.3181468546,0.3417121470,0.2658028305,0.2650482059,0.1617236286,0.0000000000,0.0000000000,0.0054997704,0.3173206747,0.3667271733,0.5270705819,0.5203859210,0.0000000060,0.0000000000,0.0000000000,0.0000000000,-0.1206982136,-0.2074152231,0.0253328942,-0.0541053824,-0.2074388862,0.0113813207
0:0:3:36.695,61,0.0000000000,0.0000000000,0.0000000000,0.0950488970,0.5045299530,0.6208710670,0.5980249643,0.0000000000,0.0000000000,0.2055357695,0.0000000000,0.5014470816,0.6205562353,0.5980257392,0.1810667068,0.0032902788,0.0000000000,0.3421036005,0.0512614995,0.2619786263,0.0349191837,0.0000000000,0.0102589130,0.2909178734,0.3396807313,0.0000000000,0.0000000000,0.1169744283,0.1186250448,0.3391167521,0.3238107264,0.0728565902,0.0415484644,0.1880125403,0.2261539698,0.0333209448,0.0347740874,0.5305142403,0.5296348333,0.2999138832,0.3237070739,0.2292983979,0.2286564410,0.1647385657,0.0000000000,0.0000000000,0.0054141236,0.3169758320,0.3667753339,0.5014377832,0.4949051440,0.0000000064,0.0000000000,0.0000000000,0.0000000000,-0.1225460768,-0.2204780281,0.0273896549,-0.0566592999,-0.2205023915,0.0126925362
0:0:3:37.697,61,0.0000000000,0.0000000000,0.0000000000,0.0929810479,0.5182930827,0.6292573214,0.6035229564,0.0000000000,0.0000000000,0.2032910138,0.0000000000,0.5151820779,0.6289955378,0.6035230160,0.1822631210,0.0034798335,0.0000000000,0.3440994918,0.0519668050,0.2630603313,0.0352062099,0.0000000000,0.0103581846,0.2842847407,0.3346326053,0.0000000000,0.0000000000,0.1167516932,0.1183616817,0.3403516710,0.3252135515,0.0722393915,0.0418598726,0.1801518053,0.2153898329,0.0331238024,0.0345312543,0.5304327607,0.5294880867,0.2836737633,0.3071722984,0.2181136757,0.2175114155,0.1657956988,0.0000000000,0.0000000000,0.0053426302,0.3142282069,0.3664253056,0.4761655927,0.4711967707,0.0000000067,0.0000000000,0.0000000000,0.0000000000,-0.1210435182,-0.2264762521,0.0278167557,-0.0553511456,-0.2265009284,0.0127487704
0:0:3:38.698,61,0.0000000000,0.0000000000,0.0000000000,0.0990024209,0.5272269845,0.6375250220,0.6119250655,0.0000000000,0.0000000000,0.2091722339,0.0000000000,0.5239457488,0.6373106241,0.6119268537,0.1831664592,0.0041323523,0.0000000000,0.3499485254,0.0529696830,0.2639451921,0.0356253870,0.0000000000,0.0102847414,0.2802265286,0.3300499916,0.0000000000,0.0000000000,0.1165644526,0.1180796251,0.3449620605,0.3292154968,0.0717065558,0.0421884060,0.1744975150,0.2078394592,0.0328988880,0.0342489034,0.5304108262,0.5293609500,0.2741080523,0.2957769334,0.2118163854,0.2112268955,0.1680579185,0.0000000000,0.0000000000,0.0052789398,0.3131214082,0.3661310375,0.4632950425,0.4563402534,0.0000000049,0.0000000000,0.0000000000,0.0000000000,-0.1244340092,-0.2304279506,0.0291080736,-0.0588820502,-0.2304527313,0.0138061037
0:0:3:39.700,61,0.0000000000,0.0000000000,0.0000000000,0.1086869240,0.5332047343,0.6418560743,0.6171923280,0.0000000000,0.0000000000,0.2188172340,0.0000000000,0.5296855569,0.6416646838,0.6171938181,0.1837315857,0.0038949733,0.0000000000,0.3521535695,0.0537116043,0.2638422251,0.0360419825,0.0000000000,0.0102965944,0.2757474184,0.3247880638,0.0000000000,0.0000000000,0.1161915436,0.1176038906,0.3464674950,0.3308819532,0.0711587369,0.0425489955,0.1644074172,0.1936230659,0.0326424427,0.0339517109,0.5303715467,0.5293539762,0.2523424923,0.2749822736,0.2048562169,0.2043316513,0.1693578511,0.0000000000,0.0000000000,0.0052286778,0.3056059480,0.3603794277,0.4273568988,0.4210727513,0.0000000034,0.0000000000,0.0000000000,0.0000000000,-0.1300932467,-0.2331248671,0.0307928026,-0.0646017790,-0.2331497818,0.0153290024
0:0:3:40.702,61,0.0000000000,0.0000000000,0.0000000000,0.1045543104,0.5379664898,0.6455071568,0.6199458241,0.0000000000,0.0000000000,0.2146676332,0.0000000000,0.5345073938,0.6453264952,0.6199464798,0.1839828789,0.0031661196,0.0000000000,0.3532315791,0.0543206185,0.2635769844,0.0363754481,0.0000000000,0.0104684513,0.2737153172,0.3226340413,0.0000000000,0.0000000000,0.1157411635,0.1170886904,0.3467949927,0.3316124082,0.0705924556,0.0428831950,0.1609134674,0.1890506148,0.0324025750,0.0336798728,0.5298267007,0.5290588140,0.2456638068,0.2685619593,0.2027119398,0.2022125125,0.1699046940,0.0000000000,0.0000000000,0.0051813782,0.3030527532,0.3585248590,0.4180836082,0.4124649465,0.0000000034,0.0000000000,0.0000000000,0.0000000000,-0.1275631487,-0.2351691723,0.0304722004,-0.0621148162,-0.2351942360,0.0148738502
0:0:3:41.703,61,0.0000000000,0.0000000000,0.0000000000,0.1097708493,0.5427047014,0.6473919749,0.6213070154,0.0000000000,0.0000000000,0.2197808623,0.0000000000,0.5391095877,0.6472209692,0.6213071942,0.1837617755,0.0021825610,0.0000000000,0.3492144942,0.0546762273,0.2628140748,0.0366557315,0.0000000000,0.0106260218,0.2696398795,0.3186866343,0.0000000000,0.0000000000,0.1146073639,0.1157279313,0.3324127197,0.3257617652,0.0699698478,0.0431192294,0.1590485573,0.1868768632,0.0321539640,0.0334117860,0.5262025595,0.5268118382,0.2425842285,0.2656638324,0.2026620954,0.2022216916,0.1700609624,0.0000000000,0.0000000000,0.0051382338,0.2967178822,0.3531211913,0.4130036831,0.4076153934,0.0000000032,0.0000000000,0.0000000000,0.0000000000,-0.1305376887,-0.2372879833,0.0314698070,-0.0651812479,-0.2373131961,0.0157529786
0:0:3:42.705,61,0.0000000000,0.0000000000,0.0000000000,0.1273619235,0.5540952682,0.6531491280,0.6234684587,0.0000000000,0.0000000000,0.2368278354,0.0000000000,0.5500701070,0.6530118585,0.6234665513,0.1835204810,0.0000000000,0.0006528692,0.3473648727,0.0549877770,0.2580011785,0.0369608067,0.0000000000,0.0109402137,0.2681166232,0.3173589110,0.0000000000,0.0000000000,0.1129967272,0.1141240671,0.3288901746,0.3246072829,0.0693351626,0.0432804674,0.1572464257,0.1852415204,0.0318887271,0.0331393294,0.5234118104,0.5256664753,0.2401585281,0.2636993825,0.2026059479,0.2021944821,0.1739776134,0.0000000000,0.0000000000,0.0051060715,0.2943497896,0.3512460589,0.4039492011,0.3995544910,0.0000000026,0.0000000000,0.0000000000,0.0000000000,-0.1404949874,-0.2424494624,0.0346184038,-0.0755338222,-0.2424748540,0.0186627116
0:0:3:43.706,61,0.0000000000,0.0000000000,0.0000000000,0.1400381625,0.5584204197,0.6570932865,0.6245540977,0.0000000000,0.0000000000,0.2492347956,0.0000000000,0.5541002154,0.6569681764,0.6245509982,0.1830067337,0.0000000000,0.0062317825,0.3406949341,0.0553568155,0.2557275891,0.0372105427,0.0000000000,0.0113089317,0.2667307258,0.3162808418,0.0000000000,0.0000000000,0.1117948145,0.1129985303,0.3268250227,0.3239017129,0.0688165128,0.0434464216,0.1562745869,0.1843373179,0.0316160657,0.0328659303,0.5112245083,0.5175936222,0.2386209816,0.2625191808,0.2029453814,0.2025562078,0.1761980951,0.0000000000,0.0000000000,0.0050758300,0.2928814292,0.3501315415,0.4006280899,0.3965381980,0.0000000027,0.0000000000,0.0000000000,0.0000000000,-0.1477877349,-0.2444904149,0.0367196985,-0.0830117464,-0.2445159405,0.0206853971
0:0:3:44.708,61,0.0000000000,0.0000000000,0.0000000000,0.1417349428,0.5644932985,0.6613427997,0.6252465844,0.0000000000,0.0000000000,0.2507603765,0.0000000000,0.5601009130,0.6611983180,0.6252425909,0.1821693182,0.0000000000,0.0106284237,0.3318652213,0.0556972772,0.2516379356,0.0372970216,0.0000000000,0.0116663538,0.2659865618,0.3155898750,0.0000000000,0.0000000000,0.1109362319,0.1122041270,0.3255683780,0.3235269189,0.0684741065,0.0436328351,0.1558585763,0.1839717627,0.0313946828,0.0326425880,0.5043787956,0.5117952824,0.2376548797,0.2618460059,0.2142975777,0.2139881104,0.1771401465,0.0000000000,0.0000000000,0.0050502238,0.2919381559,0.3494041264,0.4010892212,0.3966193199,0.0000000019,0.0000000000,0.0000000000,0.0000000000,-0.1485947222,-0.2471697778,0.0373396166,-0.0839616507,-0.2471955270,0.0211602431
0:0:3:45.709,61,0.0000000000,0.0000000000,0.0000000000,0.1477409154,0.5649905205,0.6649044752,0.6256022453,0.0000000000,0.0000000000,0.2567147315,0.0000000000,0.5604637861,0.6647464633,0.6255975366,0.1804289967,0.0000000000,0.0156483352,0.3235166073,0.0561213009,0.2485460043,0.0373815298,0.0000000000,0.0118994871,0.2656643689,0.3150837123,0.0000000000,0.0000000000,0.1100329608,0.1113995314,0.3245217800,0.3231160939,0.0682111606,0.0438093022,0.1555016488,0.1835770905,0.0311689936,0.0324171036,0.4946357012,0.5021691322,0.2358931750,0.2606997788,0.2250469923,0.2247740626,0.1784521639,0.0000000000,0.0000000000,0.0050330022,0.2915229201,0.3491411209,0.4007181823,0.3961266875,0.0000000016,0.0000000000,0.0000000000,0.0000000000,-0.1521153748,-0.2474646866,0.0382641703,-0.0875141397,-0.2474904358,0.0220804382
0:0:3:46.711,61,0.0000000000,0.0000000000,0.0000000000,0.1397481859,0.5633422732,0.6679683328,0.6258152127,0.0000000000,0.0000000000,0.2490079403,0.0000000000,0.5589903593,0.6678038836,0.6258102655,0.1781381071,0.0000000000,0.0178282857,0.3176869452,0.0566178262,0.2470131814,0.0374215841,0.0000000000,0.0120477565,0.2652876973,0.3143779337,0.0000000000,0.0000000000,0.1093230993,0.1107046604,0.3213967979,0.3208483756,0.0680606812,0.0440759435,0.1553895175,0.1833719611,0.0310143661,0.0322483443,0.4856964350,0.4927586317,0.2344107628,0.2593526244,0.2565672696,0.2562736273,0.1785755008,0.0000000000,0.0000000000,0.0050307531,0.2913106084,0.3491216004,0.4009377658,0.3962723315,0.0000000012,0.0000000000,0.0000000000,0.0000000000,-0.1475746930,-0.2466411591,0.0370028391,-0.0827953666,-0.2466668934,0.0208205990
0:0:3:47.713,61,0.0000000000,0.0000000000,0.0000000000,0.1372206062,0.5703188777,0.6752040386,0.6259351969,0.0000000000,0.0000000000,0.2464002669,0.0000000000,0.5659787059,0.6750237942,0.6259299517,0.1770925373,0.0000000000,0.0191340819,0.3148338497,0.0569872111,0.2459187061,0.0373763219,0.0000000000,0.0122210337,0.2652409077,0.3139564693,0.0000000000,0.0000000000,0.1088267639,0.1102241129,0.3201079965,0.3198800981,0.0679355711,0.0443689711,0.1556546241,0.1836206764,0.0309779178,0.0321918987,0.4823984504,0.4893528223,0.2338707596,0.2588948309,0.2750670314,0.2747067213,0.1773793697,0.0000000000,0.0000000000,0.0050339354,0.2909280658,0.3488950133,0.4113904834,0.4060672820,0.0000000004,0.0000000000,0.0000000000,0.0000000000,-0.1459176689,-0.2496636063,0.0370577499,-0.0812354982,-0.2496894598,0.0206902288
0:0:3:48.714,61,0.0000000000,0.0000000000,0.0000000000,0.1324620396,0.5657432079,0.6782380342,0.6253165007,0.0000000000,0.0000000000,0.2419568002,0.0000000000,0.5615254641,0.6780633330,0.6253100038,0.1755388528,0.0000000000,0.0198403969,0.3124631941,0.0573690310,0.2449907959,0.0373018831,0.0000000000,0.0123584550,0.2656919360,0.3140479624,0.0000000000,0.0000000000,0.1084394827,0.1098754629,0.3170374930,0.3165375590,0.0678080618,0.0447002351,0.1558226794,0.1837236136,0.0309741013,0.0321697406,0.4807010889,0.4875831604,0.2334593385,0.2585035563,0.2930551171,0.2927501500,0.1735654622,0.0000000000,0.0000000000,0.0050444589,0.2905834913,0.3488434553,0.4145413339,0.4093414545,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.1433578283,-0.2476040125,0.0360999182,-0.0784584656,-0.2476296872,0.0198128223
0:0:3:49.716,61,0.0000000000,0.0000000000,0.0000000000,0.1324666888,0.5647457242,0.6797989607,0.6250647306,0.0000000000,0.0000000000,0.2419643551,0.0000000000,0.5605345368,0.6796278358,0.6250574589,0.1747637987,0.0000000000,0.0204385947,0.3110646904,0.0575784184,0.2394195348,0.0372552611,0.0000000000,0.0125088338,0.2729009986,0.3199870288,0.0000000000,0.0000000000,0.1079528183,0.1094453409,0.3156406283,0.3151741624,0.0676423386,0.0449290611,0.1555931866,0.1833354682,0.0309607740,0.0321561471,0.4826117158,0.4891043603,0.2328789383,0.2579790056,0.2967354357,0.2964803576,0.1726721674,0.0000000000,0.0000000000,0.0050610057,0.2902114987,0.3487592041,0.4143571556,0.4098158479,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.1433779001,-0.2471676022,0.0360386819,-0.0784698427,-0.2471932620,0.0197793078
0:0:3:50.717,61,0.0000000000,0.0000000000,0.0000000000,0.1339707524,0.5607509017,0.6802355647,0.6214953065,0.0000000000,0.0000000000,0.2435789108,0.0000000000,0.5565279126,0.6800675988,0.6214792728,0.1738445312,0.0000000000,0.0225454699,0.2999501228,0.0576013066,0.2277860045,0.0371133126,0.0000000000,0.0128180217,0.2844820023,0.3330729604,0.0000000000,0.0000000000,0.1074065417,0.1090383083,0.3087869883,0.3120847046,0.0675183982,0.0450939499,0.1554231048,0.1829442680,0.0309915319,0.0322084166,0.4831770360,0.4897512197,0.2324129194,0.2576966286,0.2992308438,0.2989971638,0.1717701256,0.0000000000,0.0000000000,0.0050861798,0.2897880375,0.3486640155,0.4123868048,0.4091954529,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.1443973929,-0.2454371452,0.0360285342,-0.0793954358,-0.2454627901,0.0198662020
0:0:3:51.719,61,0.0000000000,0.0000000000,0.0000000000,0.1351944953,0.5642621517,0.6828868389,0.6205486059,0.0000000000,0.0000000000,0.2446419895,0.0000000000,0.5599960089,0.6827300787,0.6205302477,0.1731768399,0.0000000000,0.0231678318,0.2926751673,0.0576715246,0.2231659591,0.0369591229,0.0000000000,0.0131198075,0.2910390198,0.3398577571,0.0000000000,0.0000000000,0.1069851145,0.1087471545,0.3067949414,0.3109174073,0.0675818548,0.0452204943,0.1558517367,0.1830870211,0.0310807694,0.0323045105,0.4832887053,0.4899611771,0.2322271168,0.2576802671,0.3017637432,0.3015375435,0.1707160175,0.0000000000,0.0000000000,0.0051138336,0.2895661592,0.3488211930,0.4127675891,0.4099515080,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.1449723840,-0.2469884157,0.0364088230,-0.0800897554,-0.2470140159,0.0201714095
0:0:3:52.721,61,0.0000000000,0.0000000000,0.0000000000,0.1340170503,0.5625013113,0.6836993098,0.6200636029,0.0000000000,0.0000000000,0.2435121983,0.0000000000,0.5582709908,0.6835454702,0.6200440526,0.1726888567,0.0000000000,0.0236178618,0.2898342609,0.0576035604,0.2197770178,0.0367809385,0.0000000000,0.0134377582,0.2943119705,0.3432134986,0.0000000000,0.0000000000,0.1066468582,0.1085371822,0.3055202961,0.3099985421,0.0676463395,0.0453084931,0.1562368423,0.1832343936,0.0311952811,0.0324337706,0.4850493968,0.4918167591,0.2323006541,0.2579902112,0.3031031787,0.3028814197,0.1697862595,0.0000000000,0.0000000000,0.0051371753,0.2883720398,0.3483967483,0.4132117629,0.4105859995,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.1443304420,-0.2462037504,0.0361290127,-0.0794076771,-0.2462294102,0.0199338701
0:0:3:53.722,61,0.0000000000,0.0000000000,0.0000000000,0.1330106854,0.5479467511,0.6825836301,0.6197018623,0.0000000000,0.0000000000,0.2429519594,0.0000000000,0.5438169241,0.6824228168,0.6196820140,0.1722317487,0.0000000000,0.0237782784,0.2884427309,0.0575823635,0.2171665579,0.0366230011,0.0000000000,0.0138161303,0.3025096655,0.3524248600,0.0000000000,0.0000000000,0.1065270454,0.1085447967,0.3048249483,0.3093335032,0.0677834451,0.0453658737,0.1566626579,0.1833853126,0.0313461460,0.0326014310,0.4874496460,0.4946090579,0.2325243503,0.2585574985,0.3163661063,0.3161497712,0.1690963358,0.0000000000,0.0000000000,0.0051682433,0.2879894078,0.3484681547,0.4147628844,0.4128341675,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.1442229003,-0.2398228496,0.0351300836,-0.0789354891,-0.2398482710,0.0192817096
0:0:3:54.724,61,0.0000000000,0.0000000000,0.0000000000,0.1338775903,0.5504323840,0.6821640134,0.6197698712,0.0000000000,0.0000000000,0.2436683625,0.0000000000,0.5462738872,0.6820027828,0.6197500825,0.1720199585,0.0000000000,0.0236696899,0.2876042426,0.0575279482,0.2145174742,0.0364725441,0.0000000000,0.0141981635,0.3088954091,0.3602735996,0.0000000000,0.0000000000,0.1064184979,0.1085745767,0.3042263985,0.3085468411,0.0680184960,0.0454480760,0.1571174264,0.1835086495,0.0315299183,0.0328032635,0.4900502563,0.4974407852,0.2326460481,0.2590238154,0.3201585412,0.3199446797,0.1682590544,0.0000000000,0.0000000000,0.0052005625,0.2875925601,0.3485028148,0.4163227081,0.4146809578,0.0000000004,0.0000000000,0.0000000000,0.0000000000,-0.1446101665,-0.2409206331,0.0353911705,-0.0794287920,-0.2409460694,0.0194942318
0:0:3:55.725,61,0.0000000000,0.0000000000,0.0000000000,0.1337617487,0.5477746129,0.6809570789,0.6199486256,0.0000000000,0.0000000000,0.2435745746,0.0000000000,0.5436360836,0.6808116436,0.6199291945,0.1716454774,0.0000000000,0.0228612497,0.2870164812,0.0573762245,0.2075732797,0.0364089869,0.0000000000,0.0144663528,0.3154233098,0.3678971529,0.0000000000,0.0000000000,0.1061166525,0.1084088534,0.3017120361,0.3021897674,0.0681878105,0.0454737246,0.1570925415,0.1830611527,0.0316555761,0.0329505466,0.4949269295,0.5007258654,0.2323029637,0.2588935792,0.3079804778,0.3077905476,0.1675876528,0.0000000000,0.0000000000,0.0052331123,0.2868458033,0.3481249809,0.4139025211,0.4119114876,0.0000000005,0.0000000000,0.0000000000,0.0000000000,-0.1445951462,-0.2397562712,0.0352098942,-0.0793826133,-0.2397816032,0.0193850715
