Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
16:36:12:07.649,61,0,0,0,0.109561302,0.33926481,0.489509761,0.526923299,0,0,0.225088969,0,0.336804837,0.489601374,0.526868284,0.148955554,0,0.033852834,0.214780852,0.047264207,0.183638349,0.040511429,0,0.018774768,0.385843545,0.422459722,0,0,0.104329102,0.111709863,0.208336353,0.21936506,0.092361696,0.040394124,0.197048336,0.216106042,0.042391319,0.045405373,0.491751224,0.49925518,0.276630938,0.30191353,0.229882017,0.229680687,0.176262826,0,0,0.007876228,0.310196877,0.362839431,0.3813366,0.393463701,5E-10,0,0,0,-0.136007682,-0.148338676,0.020259121,-0.066194154,-0.148359478,0.009885677
16:36:12:08.651,61,0,0,0,0.113972455,0.357503325,0.505568981,0.527677,0,0,0.229080692,0,0.354861945,0.505666196,0.527627885,0.147135004,0,0.030273642,0.214123175,0.047682643,0.183530733,0.040550623,0,0.017274551,0.386105239,0.422894388,0,0,0.103556074,0.110932432,0.208274037,0.217804089,0.092059881,0.040496446,0.195056349,0.213730991,0.041837867,0.044793487,0.483680248,0.487460822,0.273114026,0.297013879,0.23460944,0.234397724,0.175669521,0,0,0.007835639,0.313305557,0.370298743,0.379210055,0.390491486,4E-10,0,0,0,-0.138252497,-0.156341583,0.021719683,-0.06877514,-0.156362936,0.010833421
16:36:12:09.653,61,0,0,0,0.124328151,0.375586659,0.514682472,0.529002845,0,0,0.238837153,0,0.372672617,0.514790952,0.52896452,0.14589785,0,0.028449148,0.213540286,0.048059564,0.183493316,0.040616952,0,0.015970158,0.38626647,0.423023075,0,0,0.101982586,0.108881094,0.207866922,0.215309665,0.091541313,0.04061044,0.189049661,0.207887381,0.04120611,0.044104256,0.481521189,0.484221101,0.267772585,0.289915234,0.233403951,0.233214825,0.175298005,0,0,0.007793462,0.31389305,0.372015864,0.367608845,0.376452982,8E-10,0,0,0,-0.143959194,-0.164324105,0.02378436,-0.074928246,-0.164345905,0.012413967
16:36:12:10.654,61,0,0,0,0.132110894,0.382142812,0.528969765,0.530620754,0,0,0.246504143,0,0.37905857,0.529031813,0.530592978,0.144112364,0,0.027112709,0.212835997,0.048490558,0.183655009,0.040651701,0,0.0150595,0.386016727,0.422708482,0,0,0.101159781,0.107898399,0.207971156,0.214452297,0.091087751,0.040774051,0.18712236,0.205947101,0.040711213,0.043537654,0.480030865,0.482275099,0.265462339,0.286940604,0.258999467,0.258693993,0.175032705,0,0,0.007759336,0.314294815,0.37295875,0.364799112,0.37282607,1.3E-09,0,0,0,-0.148510531,-0.167253599,0.024975896,-0.079580307,-0.167275637,0.013422428
16:36:12:11.656,61,0,0,0,0.130928442,0.392239481,0.537210882,0.531772256,0,0,0.245077044,0,0.389105767,0.537278652,0.531751514,0.143062726,0,0.025119783,0.212194756,0.048796613,0.18374677,0.040693235,0,0.014363669,0.385150433,0.42230624,0,0,0.100325353,0.106821567,0.208086908,0.213805378,0.090450324,0.040896714,0.185673878,0.204581812,0.040186409,0.042947009,0.479694456,0.481706202,0.263928205,0.285227716,0.26544708,0.265119731,0.174918056,0,0,0.007720815,0.314058632,0.373144418,0.363076568,0.370821774,0.000000002,0,0,0,-0.147540659,-0.171662673,0.025480758,-0.07880871,-0.171684906,0.013649801
16:36:12:12.657,61,0,0,0,0.131766811,0.388256371,0.541304469,0.532660782,0,0,0.246242881,0,0.385127872,0.541374922,0.532643557,0.142199233,0,0.024561426,0.211721599,0.048989222,0.18392387,0.04071819,0,0.01394159,0.38168934,0.421073645,0,0,0.099368244,0.105578832,0.208306432,0.213578984,0.088884629,0.040952463,0.180065528,0.201048195,0.039589368,0.042295136,0.480564386,0.484773696,0.261069745,0.284010291,0.268083692,0.267780274,0.175134718,0,0,0.007683764,0.313193768,0.372858286,0.352456033,0.362912029,2.3E-09,0,0,0,-0.148286611,-0.169926435,0.025344603,-0.079337075,-0.169948578,0.013599432
16:36:12:13.659,61,0,0,0,0.131638825,0.399124861,0.545054436,0.537015855,0,0,0.245969161,0,0.395920396,0.545120359,0.537005603,0.141420126,0,0.02433479,0.21140413,0.04915601,0.183929533,0.040688794,0,0.013474447,0.380257398,0.419692963,0,0,0.098601885,0.104666255,0.208950028,0.213835344,0.087870956,0.040979654,0.176072225,0.197129816,0.038954269,0.041604478,0.48234576,0.486584753,0.257459045,0.281294763,0.256143659,0.255916685,0.175364301,0,0,0.007633705,0.312160194,0.371610701,0.349003762,0.358844578,2.5E-09,0,0,0,-0.148000911,-0.174681827,0.026018156,-0.07919468,-0.174704269,0.013962635
16:36:12:14.660,61,0,0,0,0.129742891,0.405542225,0.547558725,0.541418791,0,0,0.243774846,0,0.402332038,0.547619939,0.541413188,0.140865162,0,0.024199788,0.211429104,0.049117155,0.183861777,0.04053713,0,0.013164317,0.378888637,0.418779194,0,0,0.097955428,0.103922442,0.21333921,0.216944262,0.086182483,0.040955715,0.17271328,0.194547072,0.038336966,0.040938046,0.503684044,0.506797671,0.25602591,0.280369312,0.252958983,0.252753764,0.175762072,0,0,0.007565962,0.308097541,0.367596775,0.347530544,0.357264251,0.000000003,0,0,0,-0.146608204,-0.177474275,0.026195752,-0.078015328,-0.177496761,0.013979641
16:36:12:15.662,61,0,0,0,0.135085031,0.394393444,0.548174858,0.543638885,0,0,0.249410406,0,0.391168237,0.548233807,0.543635309,0.140335873,0,0.024534062,0.211857438,0.049060956,0.183733493,0.040377021,0,0.012979262,0.378059894,0.418062836,0,0,0.097438432,0.103353225,0.214908183,0.21824427,0.084179759,0.04093628,0.167464256,0.189722925,0.037736811,0.040301252,0.509806514,0.512733102,0.254520118,0.279531717,0.251599729,0.251404971,0.175951213,0,0,0.007501591,0.305194736,0.364584208,0.346520335,0.356208623,3.7E-09,0,0,0,-0.150125459,-0.172640339,0.026074175,-0.081297204,-0.172662586,0.014161602
16:36:12:16.664,61,0,0,0,0.144938588,0.396355897,0.548711062,0.54787612,0,0,0.258907795,0,0.392964304,0.548767626,0.547874451,0.139856592,0,0.024769394,0.212615386,0.04894501,0.183538869,0.040199798,0,0.012730641,0.377567828,0.417596281,0,0,0.09703064,0.102853887,0.21868895,0.221574634,0.082574211,0.040877156,0.165124908,0.187643603,0.037162464,0.039695013,0.516425848,0.518287182,0.253656149,0.279002339,0.250753254,0.250564933,0.176417112,0,0,0.007421005,0.302376986,0.361461252,0.346382976,0.355871677,4.2E-09,0,0,0,-0.155819476,-0.173587084,0.027206088,-0.087213807,-0.173609406,0.015274542
16:36:12:17.665,61,0,0,0,0.146543995,0.397223055,0.548975408,0.550857544,0,0,0.260505199,0,0.393797845,0.549030185,0.550856829,0.139425367,0,0.024941249,0.213138729,0.048815362,0.183469981,0.040010244,0,0.012499504,0.376866579,0.416393757,0,0,0.096722461,0.102472447,0.22060132,0.223563567,0.081572712,0.040810451,0.163937047,0.186578721,0.036647443,0.039140988,0.518915474,0.520467877,0.253249675,0.278786302,0.250607133,0.250420272,0.176304668,0,0,0.007346509,0.299752951,0.357934266,0.346545875,0.355791777,6.9E-09,0,0,0,-0.156770662,-0.173981711,0.027434195,-0.088173911,-0.174004078,0.015478052
16:36:12:18.667,61,0,0,0,0.142155811,0.410114884,0.550480843,0.555604279,0,0,0.255800873,0,0.406671941,0.550537944,0.5556041,0.139038011,0,0.024852824,0.213809192,0.048610535,0.183155283,0.039797284,0,0.01214107,0.376517892,0.415717542,0,0,0.09642268,0.102086999,0.224109978,0.226999879,0.080734685,0.04072018,0.162874505,0.185212404,0.036145899,0.038602427,0.521793664,0.522152126,0.252604932,0.27817601,0.250237137,0.250049472,0.176077411,0,0,0.007268758,0.294247806,0.351368338,0.346397817,0.355361849,8.4E-09,0,0,0,-0.153786615,-0.179586247,0.027801665,-0.085447989,-0.179608792,0.015494285
16:36:12:19.668,61,0,0,0,0.138423607,0.408495605,0.550886095,0.559967041,0,0,0.252166063,0,0.40512532,0.550940931,0.559966922,0.13884604,0,0.024911018,0.214525849,0.048412278,0.183128119,0.039533105,0,0.012048058,0.375973821,0.415173322,0,0,0.096341848,0.101948753,0.228069365,0.231221527,0.080074929,0.040649727,0.16244562,0.184799984,0.035705876,0.038138568,0.524042249,0.524638116,0.252691925,0.278487176,0.250456423,0.250267953,0.175641745,0,0,0.007185774,0.292241454,0.349055171,0.358232915,0.363702297,7.8E-09,0,0,0,-0.151620388,-0.178842768,0.027297379,-0.083215408,-0.178865403,0.015026659
16:36:12:20.670,61,0,0,0,0.131573841,0.413322896,0.551265836,0.563589335,0,0,0.245220363,0,0.410036773,0.551317751,0.563589394,0.138594732,0,0.024737863,0.215267986,0.048211657,0.182977006,0.039312132,0,0.011935908,0.375419468,0.414671004,0,0,0.096195184,0.101739287,0.231133655,0.233742103,0.079467297,0.040563561,0.161924601,0.184257254,0.035290495,0.037699748,0.525385022,0.525929213,0.252533674,0.278461933,0.250037998,0.24984625,0.175557718,0,0,0.007109056,0.291012198,0.34762165,0.361341417,0.365862876,8.9E-09,0,0,0,-0.147387922,-0.180894852,0.02685244,-0.079067625,-0.180917576,0.014446793
16:36:12:21.671,61,0,0,0,0.134041101,0.416441828,0.552258432,0.565372765,0,0,0.247514397,0,0.413095862,0.55230093,0.565372884,0.138366312,0,0.02407719,0.217544749,0.048097398,0.183297053,0.039078236,0,0.011804452,0.372084975,0.412474424,0,0,0.096267127,0.101734303,0.234493256,0.235660955,0.079033494,0.040504679,0.162013218,0.184457406,0.034929626,0.037303589,0.52567941,0.526184022,0.252963841,0.278991163,0.256049156,0.255828589,0.174971014,0,0,0.007025546,0.290392608,0.346965998,0.370099872,0.371884674,8.3E-09,0,0,0,-0.148730069,-0.182281658,0.027307326,-0.080530077,-0.182304427,0.014828693
16:36:12:22.673,61,0,0,0,0.132936686,0.423661619,0.556586027,0.569636643,0,0,0.246092275,0,0.420292437,0.556600869,0.569637477,0.138264194,0,0.020732814,0.221873879,0.048040681,0.183780938,0.038847849,0,0.011674401,0.36285004,0.4065907,0,0,0.096423745,0.101788655,0.246202976,0.242262274,0.078678705,0.040436018,0.162384778,0.185097963,0.034600027,0.036928378,0.525634348,0.526070654,0.253603756,0.279590786,0.25737381,0.257139832,0.174721852,0,0,0.006935727,0.290165335,0.346653312,0.385551035,0.382306993,1.11E-08,0,0,0,-0.147789761,-0.185431659,0.027615555,-0.079819858,-0.185454562,0.014958022
16:36:12:23.675,61,0,0,0,0.133986175,0.43627125,0.567321658,0.571270347,0,0,0.246628165,0,0.432808608,0.567310095,0.571271479,0.138147593,0,0.0174539,0.225704089,0.047984228,0.184219569,0.038592555,0,0.011432788,0.359611481,0.403820247,0,0,0.096581116,0.101849839,0.251432538,0.24586837,0.078286909,0.040388558,0.162745401,0.1856886,0.034287162,0.036565285,0.525666058,0.526001275,0.254285395,0.280151248,0.258253753,0.258009195,0.174388126,0,0,0.006836414,0.290124863,0.346602827,0.392713845,0.388544053,1.17E-08,0,0,0,-0.147958159,-0.190960094,0.02849067,-0.080365829,-0.190983236,0.015519931
16:36:12:24.676,61,0,0,0,0.126642436,0.438123584,0.572955787,0.572340012,0,0,0.239271343,0,0.434780359,0.572932124,0.572341323,0.138335183,0,0.013783624,0.229426265,0.04780684,0.184673175,0.038253289,0,0.011166953,0.357622415,0.402131438,0,0,0.096862845,0.102044322,0.255579114,0.248723701,0.077887535,0.040359728,0.163258165,0.187705442,0.034053184,0.036287606,0.528361976,0.527392089,0.260310054,0.285299689,0.259378701,0.259103656,0.174287528,0,0,0.006737092,0.290158838,0.346728444,0.406946302,0.403934866,1.59E-08,0,0,0,-0.14352195,-0.191703856,0.027753126,-0.075949445,-0.191727012,0.014727413
16:36:12:25.678,61,0,0,0,0.125562698,0.447182894,0.580551922,0.573292196,0,0,0.23777765,0,0.443810672,0.580514133,0.573293686,0.138589591,0,0.010989277,0.234307379,0.047527678,0.185162365,0.037868168,0,0.010857055,0.352630973,0.3975043,0,0,0.09718129,0.102227487,0.263468832,0.25370881,0.077319257,0.04032696,0.163761884,0.189588681,0.033870306,0.036062073,0.534253418,0.53015846,0.264797121,0.28918612,0.260131598,0.259841502,0.174170598,0,0,0.006630513,0.289807171,0.346449584,0.417904049,0.413468361,1.57E-08,0,0,0,-0.142516449,-0.195657879,0.028142873,-0.075243652,-0.195681155,0.014899448
16:36:12:26.679,61,0,0,0,0.119554147,0.445447743,0.583153486,0.573468804,0,0,0.231772155,0,0.442197651,0.583109438,0.573470354,0.138999909,0,0.009595041,0.239891797,0.047262557,0.186214045,0.037528988,0,0.010514069,0.350865036,0.395727754,0,0,0.097474746,0.10241697,0.266125917,0.255591333,0.076819897,0.04027034,0.164270356,0.191239879,0.033678666,0.035838012,0.536624014,0.531779945,0.270577818,0.293663919,0.258641511,0.258314848,0.174097955,0,0,0.006525249,0.28990975,0.346467346,0.422353208,0.417520195,1.22E-08,0,0,0,-0.138937131,-0.194846496,0.027324356,-0.071653985,-0.194869697,0.014129623
16:36:12:27.681,61,0,0,0,0.109498411,0.430896431,0.582227767,0.573592007,0,0,0.222153157,0,0.427909464,0.582144499,0.573593676,0.141065255,0,0.008331598,0.264815927,0.047144909,0.198593289,0.037097491,0,0.010235518,0.346049488,0.388179719,0,0,0.100900866,0.105031148,0.271544099,0.260597885,0.076475613,0.040255673,0.177381352,0.217728555,0.033596963,0.035707273,0.537856162,0.532646418,0.306723833,0.327802718,0.259888828,0.25947094,0.171035349,0,0,0.006407423,0.290397704,0.346758485,0.492261708,0.485522956,1.22E-08,0,0,0,-0.133332893,-0.188402697,0.025341099,-0.065708309,-0.188425511,0.012520092
16:36:12:28.683,61,0,0,0,0.100232527,0.414906144,0.582052887,0.573531747,0,0,0.213222176,0,0.412171871,0.58194989,0.573534668,0.145597309,0,0.006304619,0.274771512,0.047174636,0.211161807,0.036675498,0,0.00992152,0.344281733,0.384977698,0,0,0.10703586,0.109538212,0.290914178,0.275976896,0.076201595,0.040224306,0.190560699,0.233075962,0.033601418,0.035633795,0.538195729,0.532848954,0.32108894,0.340591312,0.282510996,0.281418592,0.170171469,0,0,0.006287661,0.307425886,0.357348472,0.516149521,0.5087924,6.7E-09,0,0,0,-0.128137648,-0.181346968,0.023426972,-0.060226727,-0.181369424,0.011037534
16:36:12:29.684,61,0,0,0,0.091466382,0.410196304,0.581930935,0.573337853,0,0,0.204571962,0,0.407636911,0.58181107,0.573341608,0.149451375,0,0.002031001,0.283367038,0.047252793,0.215704233,0.036182061,0,0.009789841,0.341958284,0.382724732,0,0,0.110631421,0.112830035,0.299970835,0.283638001,0.075876795,0.040230338,0.19576785,0.239358187,0.033670127,0.03562133,0.538474083,0.533100784,0.327846348,0.347661525,0.318947196,0.317876607,0.166863993,0,0,0.006163493,0.311882675,0.360453576,0.531800687,0.526385307,4.3E-09,0,0,0,-0.122984327,-0.179233417,0.022222228,-0.05498017,-0.179255709,0.009957098
16:36:12:30.686,61,0,0,0,0.085123457,0.409772843,0.581817687,0.573145688,0,0,0.19826588,0,0.407322437,0.581680119,0.573150098,0.153138548,0,0.000109172,0.289728254,0.047495328,0.221173018,0.035694897,0,0.009725789,0.33341533,0.37334767,0,0,0.113198094,0.115206637,0.30947119,0.294730485,0.075628452,0.040256228,0.199897617,0.243503228,0.033732291,0.035596211,0.537059188,0.532583833,0.332043856,0.352441967,0.330371499,0.329267561,0.163431585,0,0,0.006036218,0.31430015,0.362330854,0.54360497,0.538586736,2.6E-09,0,0,0,-0.119196788,-0.179011703,0.021514146,-0.05116928,-0.179033995,0.009255888
16:36:12:31.687,61,0,0,0,0.084313937,0.421628684,0.582588255,0.573148012,0,0,0.197150767,0,0.419134557,0.582408428,0.573152781,0.155308992,0.000778432,0,0.292572022,0.047845196,0.227592945,0.035277296,0,0.009721102,0.325905442,0.365213007,0,0,0.114507631,0.116448872,0.313057542,0.298774809,0.075396761,0.04033431,0.201744705,0.24538371,0.033744279,0.03552847,0.528759599,0.528017998,0.333484083,0.354057699,0.326019734,0.32504341,0.161942571,0,0,0.005921178,0.315774232,0.363665313,0.54807502,0.543134987,1.7E-09,0,0,0,-0.118414655,-0.184186414,0.022005327,-0.050634582,-0.184209004,0.009429989
16:36:12:32.689,61,0,0,0,0.083430082,0.426306546,0.58348912,0.5735448,0,0,0.196237937,0,0.423802882,0.583262086,0.573549628,0.15764229,0.001221148,0,0.298171341,0.048326422,0.239012808,0.034946825,0,0.009830054,0.317260802,0.358009189,0,0,0.115411505,0.117287122,0.31515497,0.30117023,0.075017639,0.040478516,0.202569366,0.246224493,0.033716157,0.035428401,0.526230395,0.526548922,0.33394599,0.354762942,0.326122165,0.325179637,0.161035091,0,0,0.005808468,0.316686094,0.364738703,0.550207913,0.545310915,1.7E-09,0,0,0,-0.117821619,-0.186224923,0.022143586,-0.050084639,-0.186247572,0.009433296
16:36:12:33.690,61,0,0,0,0.088742234,0.428823054,0.585848868,0.575457037,0,0,0.201414451,0,0.426215828,0.585582852,0.575461566,0.163297445,0.001961249,0,0.324340075,0.049117476,0.247782812,0.03473179,0,0.010013749,0.308339089,0.353173941,0,0,0.116228901,0.11803712,0.325501919,0.310209453,0.074529953,0.040704668,0.20260486,0.246101156,0.033667319,0.035303708,0.525384247,0.526168883,0.332288116,0.354729563,0.32476753,0.323898673,0.160539672,0,0,0.005698388,0.317093641,0.365635723,0.551301718,0.546495915,1.7E-09,0,0,0,-0.120905072,-0.187355489,0.022861267,-0.053262476,-0.187378243,0.010093579
16:36:12:34.692,61,0,0,0,0.092817552,0.463448852,0.601745725,0.580575287,0,0,0.204363987,0,0.460605562,0.601459205,0.580578864,0.173641652,0.002757875,0,0.332119882,0.049758177,0.255440176,0.034662053,0,0.010086475,0.301537484,0.348514229,0,0,0.116665117,0.118426204,0.331416011,0.315761298,0.073951989,0.040940784,0.202259898,0.245716408,0.033612508,0.035176452,0.528490722,0.527955711,0.331493527,0.354379773,0.28807652,0.287255108,0.160629734,0,0,0.005593943,0.317234308,0.366214126,0.549840152,0.544749439,4.4E-09,0,0,0,-0.122313373,-0.202510804,0.025046228,-0.055542495,-0.202534378,0.011399287
16:36:12:35.694,61,0,0,0,0.09050823,0.474709094,0.611313045,0.587911487,0,0,0.201870084,0,0.471852422,0.610998094,0.587914109,0.178611398,0.0033748,0,0.338911951,0.050572507,0.259714335,0.034735456,0,0.0101448,0.2970635,0.345195949,0,0,0.11701262,0.118709281,0.33706528,0.321537077,0.073444411,0.041240949,0.197088212,0.237050504,0.033504874,0.035002746,0.529920161,0.529135168,0.318146855,0.341712147,0.265802831,0.265048206,0.161723629,0,0,0.00549977,0.317320675,0.366727173,0.527070582,0.520385921,0.000000006,0,0,0,-0.120698214,-0.207415223,0.025332894,-0.054105382,-0.207438886,0.011381321
16:36:12:36.695,61,0,0,0,0.095048897,0.504529953,0.620871067,0.598024964,0,0,0.20553577,0,0.501447082,0.620556235,0.598025739,0.181066707,0.003290279,0,0.342103601,0.0512615,0.261978626,0.034919184,0,0.010258913,0.290917873,0.339680731,0,0,0.116974428,0.118625045,0.339116752,0.323810726,0.07285659,0.041548464,0.18801254,0.22615397,0.033320945,0.034774087,0.53051424,0.529634833,0.299913883,0.323707074,0.229298398,0.228656441,0.164738566,0,0,0.005414124,0.316975832,0.366775334,0.501437783,0.494905144,6.4E-09,0,0,0,-0.122546077,-0.220478028,0.027389655,-0.0566593,-0.220502392,0.012692536
16:36:12:37.697,61,0,0,0,0.092981048,0.518293083,0.629257321,0.603522956,0,0,0.203291014,0,0.515182078,0.628995538,0.603523016,0.182263121,0.003479834,0,0.344099492,0.051966805,0.263060331,0.03520621,0,0.010358185,0.284284741,0.334632605,0,0,0.116751693,0.118361682,0.340351671,0.325213552,0.072239392,0.041859873,0.180151805,0.215389833,0.033123802,0.034531254,0.530432761,0.529488087,0.283673763,0.307172298,0.218113676,0.217511416,0.165795699,0,0,0.00534263,0.314228207,0.366425306,0.476165593,0.471196771,6.7E-09,0,0,0,-0.121043518,-0.226476252,0.027816756,-0.055351146,-0.226500928,0.01274877
16:36:12:38.698,61,0,0,0,0.099002421,0.527226985,0.637525022,0.611925066,0,0,0.209172234,0,0.523945749,0.637310624,0.611926854,0.183166459,0.004132352,0,0.349948525,0.052969683,0.263945192,0.035625387,0,0.010284741,0.280226529,0.330049992,0,0,0.116564453,0.118079625,0.344962061,0.329215497,0.071706556,0.042188406,0.174497515,0.207839459,0.032898888,0.034248903,0.530410826,0.52936095,0.274108052,0.295776933,0.211816385,0.211226896,0.168057919,0,0,0.00527894,0.313121408,0.366131038,0.463295043,0.456340253,4.9E-09,0,0,0,-0.124434009,-0.230427951,0.029108074,-0.05888205,-0.230452731,0.013806104
16:36:12:39.700,61,0,0,0,0.108686924,0.533204734,0.641856074,0.617192328,0,0,0.218817234,0,0.529685557,0.641664684,0.617193818,0.183731586,0.003894973,0,0.35215357,0.053711604,0.263842225,0.036041983,0,0.010296594,0.275747418,0.324788064,0,0,0.116191544,0.117603891,0.346467495,0.330881953,0.071158737,0.042548996,0.164407417,0.193623066,0.032642443,0.033951711,0.530371547,0.529353976,0.252342492,0.274982274,0.204856217,0.204331651,0.169357851,0,0,0.005228678,0.305605948,0.360379428,0.427356899,0.421072751,3.4E-09,0,0,0,-0.130093247,-0.233124867,0.030792803,-0.064601779,-0.233149782,0.015329002
16:36:12:40.702,61,0,0,0,0.10455431,0.53796649,0.645507157,0.619945824,0,0,0.214667633,0,0.534507394,0.645326495,0.61994648,0.183982879,0.00316612,0,0.353231579,0.054320619,0.263576984,0.036375448,0,0.010468451,0.273715317,0.322634041,0,0,0.115741164,0.11708869,0.346794993,0.331612408,0.070592456,0.042883195,0.160913467,0.189050615,0.032402575,0.033679873,0.529826701,0.529058814,0.245663807,0.268561959,0.20271194,0.202212513,0.169904694,0,0,0.005181378,0.303052753,0.358524859,0.418083608,0.412464947,3.4E-09,0,0,0,-0.127563149,-0.235169172,0.0304722,-0.062114816,-0.235194236,0.01487385
16:36:12:41.703,61,0,0,0,0.109770849,0.542704701,0.647391975,0.621307015,0,0,0.219780862,0,0.539109588,0.647220969,0.621307194,0.183761776,0.002182561,0,0.349214494,0.054676227,0.262814075,0.036655732,0,0.010626022,0.26963988,0.318686634,0,0,0.114607364,0.115727931,0.33241272,0.325761765,0.069969848,0.043119229,0.159048557,0.186876863,0.032153964,0.033411786,0.52620256,0.526811838,0.242584229,0.265663832,0.202662095,0.202221692,0.170060962,0,0,0.005138234,0.296717882,0.353121191,0.413003683,0.407615393,3.2E-09,0,0,0,-0.130537689,-0.237287983,0.031469807,-0.065181248,-0.237313196,0.015752979
16:36:12:42.705,61,0,0,0,0.127361924,0.554095268,0.653149128,0.623468459,0,0,0.236827835,0,0.550070107,0.653011859,0.623466551,0.183520481,0,0.000652869,0.347364873,0.054987777,0.258001179,0.036960807,0,0.010940214,0.268116623,0.317358911,0,0,0.112996727,0.114124067,0.328890175,0.324607283,0.069335163,0.043280467,0.157246426,0.18524152,0.031888727,0.033139329,0.52341181,0.525666475,0.240158528,0.263699383,0.202605948,0.202194482,0.173977613,0,0,0.005106072,0.29434979,0.351246059,0.403949201,0.399554491,2.6E-09,0,0,0,-0.140494987,-0.242449462,0.034618404,-0.075533822,-0.242474854,0.018662712
16:36:12:43.706,61,0,0,0,0.140038163,0.55842042,0.657093287,0.624554098,0,0,0.249234796,0,0.554100215,0.656968176,0.624550998,0.183006734,0,0.006231783,0.340694934,0.055356816,0.255727589,0.037210543,0,0.011308932,0.266730726,0.316280842,0,0,0.111794815,0.11299853,0.326825023,0.323901713,0.068816513,0.043446422,0.156274587,0.184337318,0.031616066,0.03286593,0.511224508,0.517593622,0.238620982,0.262519181,0.202945381,0.202556208,0.176198095,0,0,0.00507583,0.292881429,0.350131542,0.40062809,0.396538198,2.7E-09,0,0,0,-0.147787735,-0.244490415,0.036719699,-0.083011746,-0.244515941,0.020685397
16:36:12:44.708,61,0,0,0,0.141734943,0.564493299,0.6613428,0.625246584,0,0,0.250760377,0,0.560100913,0.661198318,0.625242591,0.182169318,0,0.010628424,0.331865221,0.055697277,0.251637936,0.037297022,0,0.011666354,0.265986562,0.315589875,0,0,0.110936232,0.112204127,0.325568378,0.323526919,0.068474107,0.043632835,0.155858576,0.183971763,0.031394683,0.032642588,0.504378796,0.511795282,0.23765488,0.261846006,0.214297578,0.21398811,0.177140147,0,0,0.005050224,0.291938156,0.349404126,0.401089221,0.39661932,1.9E-09,0,0,0,-0.148594722,-0.247169778,0.037339617,-0.083961651,-0.247195527,0.021160243
16:36:12:45.709,61,0,0,0,0.147740915,0.564990521,0.664904475,0.625602245,0,0,0.256714732,0,0.560463786,0.664746463,0.625597537,0.180428997,0,0.015648335,0.323516607,0.056121301,0.248546004,0.03738153,0,0.011899487,0.265664369,0.315083712,0,0,0.110032961,0.111399531,0.32452178,0.323116094,0.068211161,0.043809302,0.155501649,0.183577091,0.031168994,0.032417104,0.494635701,0.502169132,0.235893175,0.260699779,0.225046992,0.224774063,0.178452164,0,0,0.005033002,0.29152292,0.349141121,0.400718182,0.396126688,1.6E-09,0,0,0,-0.152115375,-0.247464687,0.03826417,-0.08751414,-0.247490436,0.022080438
16:36:12:46.711,61,0,0,0,0.139748186,0.563342273,0.667968333,0.625815213,0,0,0.24900794,0,0.558990359,0.667803884,0.625810266,0.178138107,0,0.017828286,0.317686945,0.056617826,0.247013181,0.037421584,0,0.012047757,0.265287697,0.314377934,0,0,0.109323099,0.11070466,0.321396798,0.320848376,0.068060681,0.044075944,0.155389518,0.183371961,0.031014366,0.032248344,0.485696435,0.492758632,0.234410763,0.259352624,0.25656727,0.256273627,0.178575501,0,0,0.005030753,0.291310608,0.3491216,0.400937766,0.396272332,1.2E-09,0,0,0,-0.147574693,-0.246641159,0.037002839,-0.082795367,-0.246666893,0.020820599
16:36:12:47.713,61,0,0,0,0.137220606,0.570318878,0.675204039,0.625935197,0,0,0.246400267,0,0.565978706,0.675023794,0.625929952,0.177092537,0,0.019134082,0.31483385,0.056987211,0.245918706,0.037376322,0,0.012221034,0.265240908,0.313956469,0,0,0.108826764,0.110224113,0.320107997,0.319880098,0.067935571,0.044368971,0.155654624,0.183620676,0.030977918,0.032191899,0.48239845,0.489352822,0.23387076,0.258894831,0.275067031,0.274706721,0.17737937,0,0,0.005033935,0.290928066,0.348895013,0.411390483,0.406067282,4E-10,0,0,0,-0.145917669,-0.249663606,0.03705775,-0.081235498,-0.24968946,0.020690229
