Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
16:36:09:57.443,61,0,0,0.65435189,0,0.293853611,0.319117308,0.596460521,0,0,0,0.550508618,0.301004797,0.319060653,0.596731365,0.063917913,0,0.021239743,0.092485435,0.121701688,0.135747865,0.09390302,0.025328709,0,0.170184538,0.162751466,0,0,0.04624505,0.043068834,0.209845066,0.207432091,0.154799521,0.045200661,0.117608354,0.073841438,0.03309156,0.035634399,0.24003163,0.222872108,0.037761722,0.035404708,0,0,0.542322457,0.298966944,0.299823493,0.017738996,0.186024979,0.178526878,0.10667257,0.096704483,5.22E-08,0,0,0,0.333277524,-0.139034033,-0.045747291,0.396255553,-0.13905476,-0.053966694
16:36:09:58.445,61,0,0,0.653133273,0,0.293446243,0.319192112,0.597062945,0,0,0,0.549266577,0.30057314,0.319135577,0.597331524,0.063542813,0,0.021295847,0.091995783,0.121161655,0.135689065,0.093320116,0.024983451,0,0.16762735,0.161402166,0,0,0.046119258,0.042963885,0.209657773,0.207361579,0.15437378,0.044945203,0.117466673,0.073828846,0.032828674,0.035345737,0.239387259,0.222273439,0.037821181,0.035522439,0,0,0.539155543,0.296524376,0.297391027,0.017539913,0.18467474,0.177212596,0.106388912,0.0964467,0.000000037,0,0,0,0.33253476,-0.138798624,-0.045571074,0.39552781,-0.138819307,-0.053780768
16:36:09:59.447,61,0,0,0.651648343,0,0.297175795,0.31969583,0.597616315,0,0,0,0.547940135,0.304361433,0.319639206,0.597881973,0.063226305,0,0.02137587,0.091540493,0.120678224,0.135527358,0.092735119,0.024704984,0,0.166422829,0.160568237,0,0,0.046012498,0.042871147,0.209595621,0.207409918,0.153952807,0.044712775,0.117276579,0.0737762,0.032575853,0.0350715,0.239012227,0.221907318,0.037858654,0.035608836,0,0,0.537333787,0.295093477,0.295960039,0.017328367,0.183784232,0.176351458,0.106153749,0.096237801,2.99E-08,0,0,0,0.331656694,-0.140506417,-0.046021227,0.394541711,-0.140527219,-0.054321483
16:36:10:00.448,61,0,0,0.650850475,0,0.299926192,0.32032305,0.597472251,0,0,0,0.546998024,0.307175487,0.320266068,0.597733855,0.062892884,0,0.021460651,0.091069385,0.120144256,0.135028616,0.09208829,0.024430811,0,0.165083066,0.159333259,0,0,0.04587229,0.042749926,0.209355444,0.20728375,0.153416246,0.044499163,0.116994008,0.073678419,0.032356314,0.034828045,0.23834005,0.221257508,0.037834022,0.035631571,0,0,0.523196757,0.27697134,0.277839929,0.017120883,0.183026359,0.175660521,0.105948828,0.09605024,2.92E-08,0,0,0,0.33103025,-0.141775638,-0.046357568,0.393993706,-0.141796544,-0.054745756
16:36:10:01.450,61,0,0,0.644666076,0,0.308080345,0.325541556,0.597410977,0,0,0,0.540310025,0.315469772,0.325487524,0.597666919,0.062753908,0,0.021616275,0.090855919,0.119891107,0.134638861,0.091605067,0.024051854,0,0.164491043,0.158888504,0,0,0.045884036,0.042771243,0.209753394,0.208006457,0.153299704,0.044477362,0.116718888,0.07351388,0.032231569,0.034688685,0.238182485,0.221170992,0.037730143,0.035594132,0,0,0.517199159,0.268787742,0.269629657,0.016935106,0.182839021,0.175576806,0.10595084,0.096094392,3.54E-08,0,0,0,0.326817989,-0.145396009,-0.04697378,0.390058518,-0.145417154,-0.055629406
16:36:10:02.451,61,0,0,0.644161642,0,0.308461726,0.328025132,0.597430587,0,0,0,0.539960444,0.315842986,0.327969611,0.597680867,0.062585264,0,0.021811998,0.090668857,0.119707987,0.134583071,0.091175132,0.023686986,0,0.164040431,0.158553302,0,0,0.045853186,0.042752236,0.210056067,0.208477974,0.153082669,0.044389416,0.116482027,0.073396049,0.032074589,0.034512371,0.238148093,0.221233308,0.037722644,0.035647094,0,0,0.515088081,0.26804623,0.268826544,0.016766826,0.182845712,0.175649822,0.105923183,0.096110217,3.46E-08,0,0,0,0.326599032,-0.145557299,-0.046996214,0.389744341,-0.145578459,-0.055649396
16:36:10:03.453,61,0,0,0.643003881,0,0.317230344,0.332462996,0.597298145,0,0,0,0.538823366,0.324798733,0.332408845,0.597542763,0.062446896,0,0.021949219,0.090601958,0.119635359,0.134567753,0.090922333,0.023326753,0,0.163580343,0.158190042,0,0,0.045822583,0.042736884,0.210366786,0.208932445,0.152888998,0.044380203,0.116206326,0.073225662,0.031947121,0.034367543,0.238051623,0.22122708,0.03765253,0.035633523,0,0,0.513799846,0.266853213,0.267616838,0.01661839,0.183015972,0.175882071,0.105968647,0.096193709,6.33E-08,0,0,0,0.325726032,-0.149643228,-0.048208628,0.388829231,-0.14966464,-0.057103977
16:36:10:04.454,61,0,0,0.643232524,0,0.316066742,0.334205508,0.596947193,0,0,0,0.538959026,0.323617369,0.334151685,0.597187638,0.062290847,0,0.02199346,0.090557858,0.119576909,0.134477049,0.09061417,0.022999404,0,0.163175359,0.157899007,0,0,0.045831662,0.042763025,0.210626751,0.209267244,0.152679578,0.044398256,0.115869008,0.073020496,0.031838749,0.03424653,0.238119915,0.221340567,0.037578512,0.035615373,0,0,0.511542797,0.263776332,0.264582187,0.016463863,0.1830208,0.175949067,0.106003642,0.096248999,6.84E-08,0,0,0,0.325832754,-0.14910394,-0.048047714,0.388996303,-0.149125382,-0.056918733
16:36:10:05.456,61,0,0,0.641526043,0,0.316224396,0.335198075,0.59691596,0,0,0,0.537251592,0.323754787,0.335144371,0.597150981,0.062196348,0,0.022127261,0.090554953,0.119596057,0.134708196,0.090328358,0.022618823,0,0.162874892,0.15779832,0,0,0.045854293,0.042806346,0.210961491,0.209726721,0.152403817,0.044406045,0.115599386,0.072878346,0.03174229,0.034142435,0.238431528,0.221717268,0.03758521,0.035682403,0,0,0.509518504,0.261209577,0.262010396,0.016314415,0.183015704,0.176044613,0.106086083,0.096359618,6.59E-08,0,0,0,0.324798524,-0.149114892,-0.047904398,0.387961537,-0.149136171,-0.056779485
16:36:10:06.458,61,0,0,0.640587807,0,0.318321526,0.33572939,0.596671581,0,0,0,0.536283612,0.325889111,0.335677028,0.596902669,0.062082022,0,0.022079144,0.090502031,0.119523831,0.13469924,0.090069898,0.022317214,0,0.162495092,0.157629982,0,0,0.045864463,0.042834181,0.211081967,0.209874898,0.152199298,0.044447362,0.115297206,0.072691582,0.031664014,0.034059096,0.238565266,0.221866265,0.037512563,0.035660945,0,0,0.508415163,0.259859651,0.260661095,0.016190672,0.182814062,0.175959364,0.106047034,0.096349739,7.35E-08,0,0,0,0.324169099,-0.150066674,-0.048124321,0.387342721,-0.150088087,-0.057060223
16:36:10:07.459,61,0,0,0.638507426,0,0.319894373,0.336062312,0.596749902,0,0,0,0.534135163,0.327473164,0.336011201,0.596976817,0.061950143,0,0.022073457,0.090419225,0.119438529,0.134874865,0.089755438,0.02204195,0,0.161704361,0.157210633,0,0,0.045868296,0.042854574,0.211319566,0.210140467,0.151827171,0.044457376,0.114947528,0.07250642,0.031563528,0.03395249,0.238729134,0.222046793,0.037466783,0.035667241,0,0,0.507688761,0.258798957,0.259598613,0.016065639,0.182450533,0.175715491,0.105883256,0.096222065,4.92E-08,0,0,0,0.322838187,-0.150728881,-0.048148371,0.386047125,-0.150750354,-0.057133619
16:36:10:08.461,61,0,0,0.636255443,0,0.318028092,0.335879266,0.596565187,0,0,0,0.531409442,0.325562894,0.335829407,0.596787334,0.061915554,0,0.022140363,0.090451308,0.119514734,0.135088608,0.089460321,0.021715736,0,0.161231577,0.157065511,0,0,0.045913089,0.042912178,0.211785436,0.210659877,0.151564732,0.044482172,0.114564173,0.072278269,0.031478442,0.033862662,0.23922804,0.222617239,0.037450608,0.035716657,0,0,0.504404068,0.256365359,0.257145077,0.015939906,0.182361543,0.175763995,0.105947845,0.096293666,4.19E-08,0,0,0,0.321231782,-0.14976804,-0.047607862,0.3847332,-0.149789438,-0.056581553
16:36:10:09.462,61,0,0,0.636520088,0,0.320237815,0.336200416,0.596066117,0,0,0,0.531563878,0.327834606,0.33615154,0.596282601,0.061928295,0,0.022193557,0.090589464,0.119656295,0.135120496,0.089409255,0.021315234,0,0.160714597,0.156895563,0,0,0.045960877,0.042975456,0.212130487,0.211093873,0.151532665,0.044571526,0.114332832,0.072107539,0.031468205,0.03385004,0.239264682,0.222794533,0.037337095,0.035670992,0,0,0.497329414,0.249326289,0.250074685,0.015869305,0.182440758,0.176005527,0.106140949,0.096497469,4.16E-08,0,0,0,0.321277738,-0.150816247,-0.047952231,0.384838343,-0.150837779,-0.056997504
16:36:10:10.464,61,0,0,0.632542729,0,0.322709769,0.336603224,0.595850885,0,0,0,0.527500451,0.330311775,0.33655569,0.596062481,0.061975177,0,0.022224747,0.090786636,0.11986921,0.13533549,0.089559704,0.020825069,0,0.160130501,0.156788945,0,0,0.045996506,0.043039188,0.212320671,0.211386606,0.151652321,0.044707496,0.11420621,0.071975835,0.031480644,0.033861104,0.239224762,0.222958729,0.037214033,0.035630062,0,0,0.49822101,0.255744755,0.256389588,0.015845977,0.182645232,0.176406711,0.106311128,0.096742779,2.63E-08,0,0,0,0.318772078,-0.151829585,-0.047915839,0.382375032,-0.151851207,-0.057037104
16:36:10:11.466,61,0,0,0.628316283,0,0.324998707,0.336873978,0.595494807,0,0,0,0.522938132,0.332613826,0.336828083,0.595702291,0.061958674,0,0.022154726,0.09089829,0.11995998,0.135125741,0.089645654,0.020412406,0,0.157744452,0.156329498,0,0,0.045960058,0.043036185,0.212312684,0.211449236,0.151686162,0.044771005,0.114052162,0.071844056,0.031458363,0.033831582,0.23877658,0.22270675,0.037042905,0.0355318,0,0,0.497918159,0.25671947,0.25733766,0.015808877,0.182548851,0.176512599,0.106347576,0.096840687,1.81E-08,0,0,0,0.315969378,-0.152746752,-0.047800396,0.379766196,-0.152768433,-0.057014618
16:36:10:12.467,61,0,0,0.626198292,0,0.327055425,0.337195009,0.594173431,0,0,0,0.520373762,0.334715903,0.337150306,0.594371498,0.061976094,0,0.022084072,0.091079675,0.120105676,0.135077655,0.089793228,0.019976277,0,0.155198097,0.155762896,0,0,0.045949478,0.043061379,0.212375924,0.211581349,0.151729882,0.04488162,0.113878943,0.071703002,0.031464003,0.033831287,0.238317221,0.222467303,0.036872938,0.035439324,0,0,0.493952692,0.24501574,0.245772392,0.015792105,0.182510644,0.17669037,0.106406502,0.096928693,1.29E-08,0,0,0,0.314377368,-0.153632462,-0.047847692,0.378436297,-0.153654173,-0.057158988
16:36:10:13.469,61,0,0,0.623005927,0,0.328929901,0.337765336,0.593184054,0,0,0,0.517081976,0.336592287,0.337721944,0.593374252,0.061924439,0,0.022011515,0.091142356,0.120142378,0.135058433,0.089916326,0.019579487,0,0.15397203,0.155314148,0,0,0.045894496,0.043047845,0.212323874,0.211600766,0.15172793,0.04493491,0.113758855,0.071625136,0.031453893,0.033810902,0.237927541,0.222281799,0.036771357,0.035401363,0,0,0.493508995,0.242657304,0.243437186,0.015775299,0.182552725,0.176919401,0.106478564,0.097062491,5.7E-09,0,0,0,0.312351227,-0.154392138,-0.047788419,0.376462549,-0.154413939,-0.057160862
16:36:10:15.472,61,0,0,0.615920782,0,0.330581725,0.338801175,0.587146223,0,0,0,0.509343565,0.338218689,0.338760883,0.587321103,0.061929319,0,0.022044072,0.091348968,0.120392412,0.135134518,0.090137042,0.018858252,0,0.152136043,0.154244512,0,0,0.045767676,0.042987026,0.212720513,0.212175891,0.151451975,0.044910811,0.113487363,0.071464352,0.031408072,0.033742677,0.237299576,0.222139061,0.036628068,0.035385262,0,0,0.49282378,0.241342947,0.242118299,0.015716858,0.182773396,0.177499712,0.106724449,0.097373039,0.000000005,0,0,0,0.307646781,-0.154903233,-0.047250912,0.372145206,-0.154925138,-0.056727182
16:36:10:16.473,61,0,0,0.618312657,0,0.332090646,0.339625657,0.580705404,0,0,0,0.512031198,0.339778155,0.339584172,0.58087647,0.061759733,0,0.022035925,0.09140686,0.120447718,0.1352586,0.090252437,0.01852083,0,0.151376948,0.15366143,0,0,0.045659725,0.042921625,0.212437853,0.211989015,0.151106879,0.044838842,0.113461934,0.071501702,0.031374168,0.033684164,0.236516908,0.221714497,0.036649391,0.035454966,0,0,0.491844893,0.240767047,0.241545379,0.015685046,0.182902381,0.1777547,0.106872514,0.097533159,6.8E-09,0,0,0,0.309236497,-0.155697495,-0.047733992,0.37355116,-0.15571937,-0.057226989
16:36:10:17.475,61,0,0,0.616183281,0,0.33328402,0.340473354,0.5764184,0,0,0,0.509714961,0.340978622,0.34043175,0.576587796,0.061672848,0,0.022091059,0.091509871,0.120590583,0.135399655,0.090332829,0.018219028,0,0.150993466,0.153348684,0,0,0.045594543,0.042892285,0.212565735,0.212195173,0.150821552,0.044790678,0.113356188,0.071466394,0.031349793,0.033634096,0.23626487,0.221707091,0.03667707,0.035528533,0,0,0.491248071,0.240420103,0.241201967,0.015635775,0.183212966,0.178176552,0.107161261,0.09783674,7.5E-09,0,0,0,0.307813734,-0.156176612,-0.047670104,0.372236401,-0.156198561,-0.057213407
16:36:10:18.477,61,0,0,0.614500582,0,0.336398304,0.343795866,0.562382817,0,0,0,0.507936955,0.34414345,0.343751937,0.562547565,0.061495725,0,0.022172816,0.091616422,0.120723203,0.135567024,0.090647653,0.017872706,0,0.150600433,0.153006777,0,0,0.045487043,0.042835873,0.212314352,0.212070093,0.150532544,0.044682346,0.113506973,0.071617529,0.031357657,0.033602484,0.234637111,0.221283302,0.036755573,0.035651844,0,0,0.491020709,0.240617439,0.241404638,0.015628487,0.183669657,0.178745002,0.10749805,0.098203495,6.8E-09,0,0,0,0.306674987,-0.157569841,-0.04792973,0.371143222,-0.157592028,-0.057569861
16:36:10:19.478,61,0,0,0.569472969,0,0.310186505,0.341371477,0.528520048,0,0,0,0.458645374,0.31695056,0.34133479,0.528675795,0.061345816,0,0.022215147,0.091696121,0.120851308,0.135399789,0.09096811,0.017569033,0,0.149945572,0.152452111,0,0,0.045405556,0.042829152,0.211993635,0.211815819,0.150392875,0.044561274,0.113510609,0.071677595,0.03137942,0.033580221,0.233863726,0.221148804,0.036773969,0.035726801,0,0,0.496419162,0.241669387,0.242486656,0.015627649,0.183634192,0.178950295,0.107543901,0.098362848,6.1E-09,0,0,0,0.277424395,-0.143831343,-0.039645575,0.344557077,-0.143852994,-0.048889626
16:36:10:20.480,61,0,0,0.456684858,0,0.25570944,0.320167631,0.467538714,0,0,0,0.334990531,0.260356426,0.320143431,0.467692554,0.0611347,0,0.022289528,0.091782451,0.1210251,0.135312587,0.091424726,0.017137118,0,0.148026928,0.151899025,0,0,0.045336571,0.04288666,0.21153298,0.211430103,0.150222495,0.044391863,0.113512762,0.07182923,0.031517543,0.033666458,0.233388007,0.221454069,0.036916107,0.035976458,0,0,0.496293575,0.205825105,0.206852108,0.01566161,0.18329826,0.179096371,0.107690461,0.098746389,3.9E-09,0,0,0,0.203296498,-0.116001241,-0.023521824,0.277192295,-0.116021976,-0.031882558
16:36:10:21.482,61,0,0,0.367981464,0,0.204686835,0.298684478,0.407378018,0,0,0,0.239316687,0.207668901,0.298670054,0.407526672,0.06081437,0,0.02249665,0.091922499,0.12131314,0.135570556,0.092324071,0.016599739,0,0.145758718,0.151241437,0,0,0.045275219,0.042988956,0.211011827,0.211106777,0.14998892,0.044125091,0.113769315,0.072213441,0.031760983,0.033844076,0.232965261,0.221986383,0.037240028,0.036430903,0,0,0.497184128,0.19395633,0.195120275,0.015742008,0.182940856,0.179330841,0.108070433,0.09959662,2.6E-09,0,0,0,0.145586208,-0.091584191,-0.013322828,0.22387588,-0.091603696,-0.020391224
16:36:10:22.483,61,0,0,0.28043893,0,0.064842813,0.262474477,0.333704352,0,0,0,0.14482756,0.06551408,0.262467295,0.333870292,0.060500085,0,0.022742933,0.092043907,0.121617794,0.135695845,0.092817701,0.016269224,0,0.145329177,0.151226357,0,0,0.045361314,0.043256968,0.210133418,0.210556895,0.149862647,0.04379585,0.114223816,0.072770074,0.032115445,0.034131091,0.232900038,0.225013986,0.037739418,0.037053697,0,0,0.496333212,0.17635192,0.177663922,0.015835602,0.182477161,0.179551795,0.109407492,0.102214441,2.2E-09,0,0,0,0.088433899,-0.028698083,-0.002535268,0.171241164,-0.028713081,-0.004894173
16:36:10:23.485,61,0,0.035963286,0.231672898,0,0,0.224156335,0.253089726,0,0.036286451,0,0.092277907,0,0.224152833,0.253257036,0.060226414,0,0.023214977,0.092182994,0.121978618,0.135902882,0.093191907,0.015867027,0,0.145264089,0.151422307,0,0,0.045533694,0.043619491,0.208980173,0.2099718,0.149636194,0.043406218,0.115211949,0.073798075,0.032574654,0.034515973,0.232805625,0.228039309,0.038433608,0.038468599,0,0,0.492767006,0.169883981,0.171237811,0.015937995,0.181875587,0.17967467,0.114410341,0.108550534,3.1E-09,0,0,0,0.056355506,0.022201384,0.001250713,0.14148654,0.022190496,0.003129696
16:36:10:24.486,61,0,0.156698778,0.135898024,0,0,0.180322439,0.167913392,0,0.157242462,0.00757092,0,0,0.180319965,0.168065831,0.059907198,0,0.024826035,0.092462495,0.12238723,0.136305958,0.093629345,0.015405381,0,0.145409897,0.151788801,0,0,0.045848209,0.044129521,0.20512414,0.208720744,0.148247868,0.042945173,0.11761488,0.076217495,0.033140097,0.034987461,0.232569769,0.230232373,0.040987879,0.042294659,0,0,0.482764781,0.16630286,0.167654678,0.016076528,0.177799657,0.17925185,0.124766201,0.118917361,2.7E-09,0,0,0,-0.004603493,0.096054979,-0.000443552,0.082634486,0.096050613,0.007952366
16:36:10:25.488,61,0,0.198081717,0.129202753,0,0,0.148131281,0.097109512,0,0.198689997,0.014689641,0,0,0.148122609,0.097254589,0.059493884,0,0.027129469,0.09267889,0.122683466,0.136898398,0.094207406,0.015060292,0,0.147328392,0.152303726,0,0,0.046223231,0.044702828,0.198256284,0.20500651,0.147480756,0.042413209,0.125953794,0.082059167,0.034187492,0.035605963,0.232016847,0.23133257,0.044670675,0.046156526,0,0,0.46287173,0.164660782,0.166013449,0.016271491,0.175883263,0.178298384,0.13526395,0.128550455,0.000000003,0,0,0,-0.008907374,0.121377662,-0.001086483,0.078347214,0.121375404,0.009546334
16:36:10:26.489,61,0.001641201,0.21798411,0.116067261,0,0,0.135130242,0.042408217,0.001584158,0.218499094,0.027004978,0,0,0.135120764,0.042547919,0.059171576,0,0.028334372,0.092937358,0.123082265,0.137323096,0.094747387,0.01476721,0,0.148318276,0.15273343,0,0,0.046687957,0.045353673,0.195461437,0.202943474,0.14690043,0.041969273,0.130614325,0.085072614,0.035450004,0.036343336,0.231355012,0.231934756,0.046314836,0.048012201,0,0,0.417564094,0.140349537,0.141351745,0.016482381,0.173591569,0.177007914,0.141599491,0.135499835,2.8E-09,0,0,0,-0.016349668,0.133491457,-0.002195497,0.070272766,0.133490354,0.009428811
16:36:10:27.491,61,0.065170594,0.247149795,0.105543099,0,0,0.128634647,0,0.065163843,0.247594535,0.036690168,0,0,0.128624976,0,0.058969677,0,0.030035926,0.093225747,0.123425804,0.137875035,0.095041998,0.014405719,0,0.157499909,0.158161104,0,0,0.047579128,0.04719948,0.19411847,0.202062756,0.14532648,0.041577071,0.13286078,0.086812556,0.036624931,0.037217386,0.231322259,0.234903127,0.04797902,0.049901344,0,0,0.384614706,0.100634784,0.101536408,0.016621383,0.172373593,0.176277354,0.14687711,0.142181248,1.6E-09,0,0,0,-0.022156848,0.151284337,-0.003377503,0.063738234,0.151284784,0.009709986
16:36:10:28.493,61,0.124905571,0.269970238,0.093200535,0,0,0.126019046,0,0.125012904,0.270276994,0.049358897,0,0,0.126010746,0,0.058968719,0,0.031076705,0.093543693,0.123963885,0.138167083,0.095321633,0.014100385,0,0.161954001,0.160594508,0,0,0.048575141,0.048918437,0.193436474,0.201555491,0.144551218,0.041321687,0.13431792,0.087876931,0.038045544,0.038481418,0.231530115,0.237340003,0.048897844,0.050899614,0,0,0.338968575,0.048838399,0.049449008,0.01675345,0.171370894,0.175626621,0.152065694,0.148688063,1.7E-09,0,0,0,-0.029741496,0.16517657,-0.004956997,0.056159694,0.165178239,0.009356462
16:36:10:29.494,61,0.114789635,0.259561986,0.090046726,0,0,0.124857232,0,0.114704639,0.259822518,0.051014524,0,0,0.124849677,0,0.058960095,0,0.03172398,0.093795568,0.124387756,0.138499513,0.095314391,0.01376919,0,0.164169207,0.162036523,0,0,0.050186988,0.05116893,0.193027124,0.201155797,0.143745095,0.041051991,0.136187643,0.089333065,0.039160144,0.039524473,0.231604576,0.238454104,0.049792148,0.052151091,0.068486147,0.067784198,0.281505466,0,0,0.01688548,0.169684574,0.174932703,0.157258436,0.155313656,1.1E-09,0,0,0,-0.030771187,0.158792377,-0.004926899,0.054315738,0.158793584,0.008693729
16:36:10:30.496,61,0.117239222,0.268604398,0.096941941,0,0,0.12447124,0,0.11711809,0.268965215,0.045003269,0,0,0.124464259,0,0.05900342,0,0.032154109,0.094167851,0.124957591,0.138575032,0.095340222,0.013524969,0,0.165049747,0.162792668,0,0,0.051143326,0.052357461,0.192822859,0.200780496,0.143035859,0.040834423,0.137092799,0.090101101,0.039929859,0.040271241,0.231667399,0.239179403,0.050401863,0.052904509,0.068757869,0.067936838,0.266648203,0,0,0.016971245,0.166791469,0.173082456,0.15920803,0.157737047,1.1E-09,0,0,0,-0.027120618,0.164362475,-0.00449761,0.058422182,0.164364055,0.009684109
16:36:10:31.497,61,0.119710021,0.267128468,0.098905139,0,0,0.126396999,0,0.119622305,0.267508626,0.044481374,0,0,0.126392096,0,0.059282858,0,0.032451522,0.09635824,0.128137946,0.13854748,0.09548115,0.013228008,0,0.165061623,0.163220927,0,0,0.052147079,0.053493373,0.193017066,0.200690657,0.142393231,0.040780656,0.137603581,0.090567604,0.040492065,0.040844217,0.23167865,0.239706636,0.050750319,0.053385511,0.071208097,0.070426531,0.263844848,0,0,0.017007589,0.164896622,0.172044963,0.159920022,0.158701778,1.9E-09,0,0,0,-0.026810052,0.163470998,-0.004421568,0.059614144,0.163472503,0.009826881
16:36:10:32.499,61,0.169695526,0.286088496,0.105997756,0,0,0.127283543,0,0.169703662,0.286597252,0.037969355,0,0,0.127279446,0,0.059670042,0,0.032270681,0.100629307,0.132053629,0.138671994,0.098475859,0.013257079,0,0.158936933,0.162664935,0,0,0.05286796,0.054292504,0.192909539,0.199628547,0.141916379,0.040959086,0.137854353,0.090691984,0.041074842,0.041466728,0.230854675,0.239449993,0.050770283,0.053436708,0,0,0.319197416,0.030314114,0.031344753,0.017130826,0.163236454,0.170863718,0.158633634,0.156786174,3.5E-09,0,0,0,-0.022839554,0.175118461,-0.004040647,0.063762717,0.175121054,0.01127364
16:36:10:33.501,61,0.161353022,0.28221482,0.103179269,0,0,0.127565727,0,0.161431298,0.282676518,0.040483281,0,0,0.127562165,0,0.059922595,0,0.03212601,0.103459582,0.134866655,0.138793215,0.099532515,0.013110135,0,0.152328357,0.159985945,0,0,0.053472716,0.055001341,0.192741916,0.199005365,0.141458646,0.04107856,0.138122231,0.090889648,0.041517507,0.041933768,0.228032321,0.238729835,0.050763253,0.053463753,0,0,0.333104402,0.060707711,0.061681122,0.017184632,0.161695436,0.169345573,0.152961835,0.151308239,6.7E-09,0,0,0,-0.024361983,0.172729045,-0.004249931,0.06209312,0.172731459,0.010826011
16:36:10:34.502,61,0.149257302,0.278386593,0.100198552,0,0,0.127265126,0,0.149296045,0.278801084,0.04299736,0,0,0.127261967,0,0.059956998,0,0.031800069,0.104827829,0.136103481,0.138756782,0.099819675,0.012875018,0,0.14904882,0.158779666,0,0,0.053934235,0.055609103,0.1924669,0.19841148,0.140640006,0.041105498,0.138114929,0.091049351,0.041754391,0.042190716,0.226858765,0.23830767,0.050904624,0.053651419,0,0,0.339942247,0.045462411,0.046684641,0.017152237,0.159024328,0.166858733,0.147043005,0.144955218,7.2E-09,0,0,0,-0.025885506,0.170367554,-0.004452692,0.060323827,0.170369625,0.010371286
16:36:10:35.504,61,0.154040709,0.285106897,0.099272408,0,0,0.126435697,0,0.154142439,0.285517097,0.043766342,0,0,0.126432866,0,0.059957352,0,0.031560406,0.105622552,0.136703774,0.138535917,0.09980993,0.012668212,0,0.145160288,0.153502882,0,0,0.05413267,0.055929113,0.190516129,0.195655242,0.139440283,0.04112836,0.13787514,0.091083035,0.041890815,0.042352539,0.226033419,0.237822413,0.051116604,0.053858876,0,0,0.340724409,0.03116139,0.031646784,0.017084694,0.157176256,0.164141327,0.141948223,0.138589948,6.5E-09,0,0,0,-0.026329635,0.174473569,-0.004640444,0.059723578,0.174476191,0.010520739
16:36:10:36.505,61,0.219686344,0.296016872,0.102959983,0,0,0.12148118,0,0.219746321,0.29650259,0.039133702,0,0,0.121475488,0,0.059718195,0,0.031320885,0.106351629,0.136850253,0.138163865,0.100637026,0.012326594,0,0.143896192,0.152148783,0,0,0.054063711,0.05595725,0.177947879,0.181647599,0.130268455,0.041291051,0.13511011,0.090613455,0.04202814,0.042503469,0.225914657,0.237775803,0.051162612,0.053842101,0,0,0.336786151,0.050910957,0.051694367,0.016969787,0.151399642,0.156215787,0.134961501,0.131211102,4.7E-09,0,0,0,-0.023514302,0.181173772,-0.004306984,0.061867893,0.181176901,0.011325597
16:36:10:37.507,61,0.237336129,0.308547735,0.099896625,0,0,0.114956729,0,0.237387747,0.309001833,0.042478349,0,0,0.114950866,0,0.059311394,0,0.030959738,0.10697373,0.136740148,0.136341587,0.10331706,0.011957352,0,0.143366501,0.151481301,0,0,0.053806003,0.055793487,0.171208412,0.175166026,0.123726904,0.041470077,0.13168478,0.089250907,0.042092219,0.042545274,0.226207346,0.237971604,0.051102113,0.053665184,0,0,0.300681472,0.054913692,0.055733252,0.016827805,0.144261599,0.147929013,0.129502624,0.12555787,1.5E-09,0,0,0,-0.025487548,0.188820586,-0.00487003,0.059941344,0.188824266,0.011447487
16:36:10:38.508,61,0.243895352,0.317495644,0.093286008,0,0,0.106964536,0,0.243921936,0.317854345,0.048816994,0,0,0.106961168,0,0.058752127,0,0.030273326,0.107286178,0.136016548,0.132924035,0.105570532,0.011708254,0,0.147921622,0.152779713,0,0,0.053460918,0.055528458,0.166598558,0.170373097,0.117803253,0.041575886,0.129208356,0.088150777,0.04214032,0.042546876,0.230773211,0.239297822,0.051107578,0.053509995,0,0,0.247827277,0.02390207,0.024528481,0.016670927,0.138518721,0.142550409,0.126417637,0.122344546,7E-10,0,0,0,-0.02926008,0.19425036,-0.005755482,0.055915646,0.194254533,0.010994411
